walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p

18	1.103969322e+00	5.550470730e-01	1.578746217e+00	7.740482650e-01	2.499815012e-01	-6.703612629e-01	1.877032463e+00	5.915287789e-01	-1.261867091e-01	6.597820745e-01	6.177438506e-01	7.657542380e-02	-7.098286350e+05	-1.100440389e+01

19	4.562803261e+00	1.705486140e-01	1.909688801e+00	2.132170624e-01	3.884274740e+00	-7.932206845e-01	2.779881634e-01	7.431917012e-01	6.580096725e-01	3.005560243e+00	6.184578694e-01	1.159463574e+00	-8.624449918e+06	-1.825623164e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	5.202984210e-01	3.465477671e-01	1.012537049e+00	4.594505128e-01	7.850346502e+00	1.145344818e-01	1.453486033e-01	4.815584213e+00	4.450533585e-03	3.193345781e+00	8.824710025e-01	-6.151997221e-01	-1.854563426e+05	-1.839339963e+01

22	1.877033366e+00	1.745547339e+00	2.704261536e+00	3.351704476e+00	1.687526261e+00	4.977688317e-01	3.722924570e-01	7.560490897e-01	-2.515066290e+00	1.848927421e+00	1.217610093e+00	1.683720604e+00	-2.572599406e+06	-2.214501313e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.141620854e+00	8.868252303e-01	1.257131404e+00	3.460908092e-01	3.838948972e-01	4.541576071e-01	1.091507330e+00	2.724944696e+00	-7.800204482e-01	1.586572964e+00	2.215021297e+00	-9.782434602e-01	-8.981804183e+05	-1.485223107e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	1.711972742e+00	7.733435300e-01	5.070496478e-01	1.857202229e-01	7.328945859e-01	6.637365420e-01	4.419779182e-01	9.473727315e-01	2.973923378e-01	7.815562172e-01	2.624664298e+00	7.705149270e-02	-1.740361325e+06	-1.165258651e+01

3	6.571569993e-01	3.706613392e-01	1.827528715e+00	3.173588808e-01	4.767052680e-01	2.994678461e-01	3.799604067e-01	1.864581608e+00	-1.582476061e-01	1.220753151e+00	2.516930476e+00	-1.275543741e+00	-2.710106206e+05	-1.263344766e+01

4	3.889365466e-02	1.018106662e+00	7.338600990e-01	2.425598197e+00	7.074765773e+00	1.828121503e-01	3.974539751e-01	9.632869654e-01	1.292463479e-01	8.951435225e-01	6.342727341e+00	2.763091809e-01	-7.595693961e+03	-1.872838447e+01

5	5.035094608e-01	5.685200006e-01	1.385200251e+00	9.850883585e-01	9.236527257e-01	-7.389805865e-01	6.546292411e-01	1.628944434e+00	-3.424653545e-02	1.508651314e+00	3.485894183e+00	-3.048094729e-01	-1.863170997e+05	-1.396801917e+01

6	2.749032516e+00	4.533024387e-01	3.366593902e+00	3.305953614e-01	4.576244340e-01	1.713885016e-01	1.132201004e+00	9.167707552e-01	3.004630747e-01	7.830658302e-01	6.520170376e-01	1.277568857e+00	-2.783662486e+06	-1.341018002e+01

7	5.641943499e-01	1.366205751e-01	9.183209332e+00	9.667017107e-02	1.553697489e+00	9.743111137e-01	1.351228087e+00	3.988398119e-02	-6.801864038e-01	1.465497257e+00	3.820546640e-01	-4.602915316e-01	-7.900004956e+04	-1.768205072e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	1.644692068e-01	1.049701681e+00	1.182322789e+00	9.789113121e-01	2.390284827e+00	4.826799431e-01	6.262457447e-01	8.459505372e-01	5.109118220e-01	5.397609515e-01	2.500561928e+00	3.844203313e-01	-5.397163978e+04	-1.286876219e+01

11	5.110140151e-01	5.198426355e-01	7.429631321e-01	4.563266035e-01	5.179843251e+00	4.769185011e-02	5.360269141e-01	2.855241782e+00	-1.864454860e-01	2.008290529e+00	4.230168056e-01	-7.542236718e-01	-2.057654299e+05	-1.494877525e+01

12	1.574328822e-01	1.602134403e+00	1.931688782e-01	3.076203349e+00	1.237027891e+00	-7.300537677e-01	1.882828949e+00	6.760116290e-01	1.857990702e-01	9.924530670e-01	1.817577061e+00	-9.580878253e-01	-1.013587487e+05	-1.534898864e+01

13	1.410702864e+00	1.273414900e+00	5.200369825e-01	9.710287483e-01	2.096650251e-01	2.217148540e+00	1.868595031e-03	3.275548026e-01	3.526816094e-01	1.444411767e+00	2.330379117e+00	4.492097342e-01	-1.950279900e+06	-1.447350171e+01

14	6.961641926e-01	2.488423470e-01	2.686055486e+00	5.882544013e-01	4.010290078e-01	-9.097724070e-02	5.362941666e-01	6.516082617e-01	-2.260685485e-01	5.360568894e-01	1.195928644e+00	3.952710238e-01	-2.368355693e+05	-9.674753453e+00

15	5.958343251e-01	1.501459147e-01	9.600608668e-01	6.439211653e-01	4.659517722e-01	7.445619789e-02	4.514251562e-01	3.560495730e+00	-4.407594809e-01	2.815739335e+00	5.718047014e+00	-1.463020740e+00	-2.066111159e+05	-1.732468480e+01

16	6.903393290e-01	3.709607243e-01	5.866616891e-01	9.769284135e-01	2.168491188e+00	1.080988916e+00	3.820131110e-01	1.363318234e+00	9.339724318e-02	3.076947639e-01	1.245558102e+00	-1.915682693e-01	-3.026296822e+05	-1.142997897e+01

17	6.399669615e-01	2.453469872e-01	6.026535507e+00	8.052280612e-01	2.934668192e-01	-1.087027437e+00	1.272857388e+00	8.214267015e-01	-7.734388671e-01	1.162178727e+00	7.331406452e-01	2.414472794e-01	-2.011773281e+05	-1.360651646e+01

18	1.103969322e+00	5.550470730e-01	1.578746217e+00	7.740482650e-01	2.499815012e-01	-6.703612629e-01	1.877032463e+00	5.915287789e-01	-1.261867091e-01	6.597820745e-01	6.177438506e-01	7.657542380e-02	-7.098286350e+05	-1.100440389e+01

19	4.236256839e+00	2.408415599e-01	1.713818174e+00	1.902640403e-01	3.440766141e+00	-6.025167631e-01	2.944380961e-01	7.717809645e-01	6.066735465e-01	2.727154253e+00	8.779857303e-01	1.013548612e+00	-8.402777285e+06	-1.727320419e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	2.560579442e-01	2.801772058e-01	1.125264710e+00	5.350437768e-01	9.170420029e+00	1.086459727e-02	9.895446630e-02	5.498915031e+00	-4.029341538e-02	3.613318714e+00	5.689295017e-01	-7.276452749e-01	-5.470574145e+04	-1.919519217e+01

22	1.877033366e+00	1.745547339e+00	2.704261536e+00	3.351704476e+00	1.687526261e+00	4.977688317e-01	3.722924570e-01	7.560490897e-01	-2.515066290e+00	1.848927421e+00	1.217610093e+00	1.683720604e+00	-2.572599406e+06	-2.214501313e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.141620854e+00	8.868252303e-01	1.257131404e+00	3.460908092e-01	3.838948972e-01	4.541576071e-01	1.091507330e+00	2.724944696e+00	-7.800204482e-01	1.586572964e+00	2.215021297e+00	-9.782434602e-01	-8.981804183e+05	-1.485223107e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	3.577870852e-02	4.932612425e+00	1.487786668e+00	8.084218359e-02	2.080327328e+00	-5.524251859e-02	1.379355785e+00	2.766372734e-01	-4.773469993e-01	6.994239448e-01	1.522461355e+00	2.912078453e-01	-8.329222481e+03	-1.526206415e+01

2	1.711972742e+00	7.733435300e-01	5.070496478e-01	1.857202229e-01	7.328945859e-01	6.637365420e-01	4.419779182e-01	9.473727315e-01	2.973923378e-01	7.815562172e-01	2.624664298e+00	7.705149270e-02	-1.740361325e+06	-1.165258651e+01

3	6.571569993e-01	3.706613392e-01	1.827528715e+00	3.173588808e-01	4.767052680e-01	2.994678461e-01	3.799604067e-01	1.864581608e+00	-1.582476061e-01	1.220753151e+00	2.516930476e+00	-1.275543741e+00	-2.710106206e+05	-1.263344766e+01

4	3.889365466e-02	1.018106662e+00	7.338600990e-01	2.425598197e+00	7.074765773e+00	1.828121503e-01	3.974539751e-01	9.632869654e-01	1.292463479e-01	8.951435225e-01	6.342727341e+00	2.763091809e-01	-7.595693961e+03	-1.872838447e+01

5	4.972695632e-01	5.751182477e-01	1.411870498e+00	9.853608911e-01	8.820765870e-01	-7.997654246e-01	6.637342988e-01	1.637816036e+00	-3.850968734e-02	1.548761848e+00	3.560718770e+00	-3.085915957e-01	-1.836137287e+05	-1.409567134e+01

6	2.749032516e+00	4.533024387e-01	3.366593902e+00	3.305953614e-01	4.576244340e-01	1.713885016e-01	1.132201004e+00	9.167707552e-01	3.004630747e-01	7.830658302e-01	6.520170376e-01	1.277568857e+00	-2.783662486e+06	-1.341018002e+01

7	5.641943499e-01	1.366205751e-01	9.183209332e+00	9.667017107e-02	1.553697489e+00	9.743111137e-01	1.351228087e+00	3.988398119e-02	-6.801864038e-01	1.465497257e+00	3.820546640e-01	-4.602915316e-01	-7.900004956e+04	-1.768205072e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	7.266271603e-02	1.176232746e+00	1.062096364e+00	1.102183713e+00	2.746857543e+00	5.168193311e-01	6.721380784e-01	6.561407927e-01	6.356016962e-01	4.128661816e-01	2.497511844e+00	6.937348273e-01	-2.073082660e+04	-1.322173903e+01

11	4.260534995e-01	7.799019487e-01	6.108553952e-01	1.085845711e+00	4.232440817e+00	-1.391893563e-01	8.596442811e-01	2.331603782e+00	-9.700041532e-02	1.764199240e+00	7.581097937e-01	-8.032093274e-01	-1.675721801e+05	-1.513591710e+01

12	1.574328822e-01	1.602134403e+00	1.931688782e-01	3.076203349e+00	1.237027891e+00	-7.300537677e-01	1.882828949e+00	6.760116290e-01	1.857990702e-01	9.924530670e-01	1.817577061e+00	-9.580878253e-01	-1.013587487e+05	-1.534898864e+01

13	1.398233263e+00	1.257158591e+00	5.355036992e-01	9.636242182e-01	2.577171532e-01	2.160028097e+00	3.059561099e-02	3.550591630e-01	3.414931136e-01	1.439923541e+00	2.290563149e+00	4.330045295e-01	-1.802048216e+06	-1.420174987e+01

14	7.108249160e-01	2.632643843e-01	2.938266819e+00	5.801200835e-01	3.915421550e-01	-1.151512373e-01	5.486956688e-01	2.265464586e-01	-1.946967901e-01	2.029378048e-01	5.351331312e-01	6.668143050e-01	-2.061189738e+05	-8.984386801e+00

15	5.958343251e-01	1.501459147e-01	9.600608668e-01	6.439211653e-01	4.659517722e-01	7.445619789e-02	4.514251562e-01	3.560495730e+00	-4.407594809e-01	2.815739335e+00	5.718047014e+00	-1.463020740e+00	-2.066111159e+05	-1.732468480e+01

16	6.903393290e-01	3.709607243e-01	5.866616891e-01	9.769284135e-01	2.168491188e+00	1.080988916e+00	3.820131110e-01	1.363318234e+00	9.339724318e-02	3.076947639e-01	1.245558102e+00	-1.915682693e-01	-3.026296822e+05	-1.142997897e+01

17	6.399669615e-01	2.453469872e-01	6.026535507e+00	8.052280612e-01	2.934668192e-01	-1.087027437e+00	1.272857388e+00	8.214267015e-01	-7.734388671e-01	1.162178727e+00	7.331406452e-01	2.414472794e-01	-2.011773281e+05	-1.360651646e+01

18	8.480134320e-01	5.398506779e-01	1.217970960e+00	6.369001027e-01	2.378012294e+00	-3.604054846e-01	1.298172194e+00	1.568686197e+00	-1.521980943e-01	1.241881058e+00	5.336877109e-01	-2.820484379e-01	-4.746278739e+05	-1.281790015e+01

19	3.523735184e+00	3.823839005e-01	1.620811857e+00	3.282693367e-01	3.256942535e+00	-4.126183149e-01	3.525010787e-01	7.847598896e-01	5.899162132e-01	2.344382548e+00	1.161920155e+00	9.034575257e-01	-6.512088311e+06	-1.642558138e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	2.560579442e-01	2.801772058e-01	1.125264710e+00	5.350437768e-01	9.170420029e+00	1.086459727e-02	9.895446630e-02	5.498915031e+00	-4.029341538e-02	3.613318714e+00	5.689295017e-01	-7.276452749e-01	-5.470574145e+04	-1.919519217e+01

22	1.877033366e+00	1.745547339e+00	2.704261536e+00	3.351704476e+00	1.687526261e+00	4.977688317e-01	3.722924570e-01	7.560490897e-01	-2.515066290e+00	1.848927421e+00	1.217610093e+00	1.683720604e+00	-2.572599406e+06	-2.214501313e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.141620854e+00	8.868252303e-01	1.257131404e+00	3.460908092e-01	3.838948972e-01	4.541576071e-01	1.091507330e+00	2.724944696e+00	-7.800204482e-01	1.586572964e+00	2.215021297e+00	-9.782434602e-01	-8.981804183e+05	-1.485223107e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	3.577870852e-02	4.932612425e+00	1.487786668e+00	8.084218359e-02	2.080327328e+00	-5.524251859e-02	1.379355785e+00	2.766372734e-01	-4.773469993e-01	6.994239448e-01	1.522461355e+00	2.912078453e-01	-8.329222481e+03	-1.526206415e+01

2	1.711972742e+00	7.733435300e-01	5.070496478e-01	1.857202229e-01	7.328945859e-01	6.637365420e-01	4.419779182e-01	9.473727315e-01	2.973923378e-01	7.815562172e-01	2.624664298e+00	7.705149270e-02	-1.740361325e+06	-1.165258651e+01

3	6.571569993e-01	3.706613392e-01	1.827528715e+00	3.173588808e-01	4.767052680e-01	2.994678461e-01	3.799604067e-01	1.864581608e+00	-1.582476061e-01	1.220753151e+00	2.516930476e+00	-1.275543741e+00	-2.710106206e+05	-1.263344766e+01

4	3.889365466e-02	1.018106662e+00	7.338600990e-01	2.425598197e+00	7.074765773e+00	1.828121503e-01	3.974539751e-01	9.632869654e-01	1.292463479e-01	8.951435225e-01	6.342727341e+00	2.763091809e-01	-7.595693961e+03	-1.872838447e+01

5	4.972695632e-01	5.751182477e-01	1.411870498e+00	9.853608911e-01	8.820765870e-01	-7.997654246e-01	6.637342988e-01	1.637816036e+00	-3.850968734e-02	1.548761848e+00	3.560718770e+00	-3.085915957e-01	-1.836137287e+05	-1.409567134e+01

6	2.749032516e+00	4.533024387e-01	3.366593902e+00	3.305953614e-01	4.576244340e-01	1.713885016e-01	1.132201004e+00	9.167707552e-01	3.004630747e-01	7.830658302e-01	6.520170376e-01	1.277568857e+00	-2.783662486e+06	-1.341018002e+01

7	5.641943499e-01	1.366205751e-01	9.183209332e+00	9.667017107e-02	1.553697489e+00	9.743111137e-01	1.351228087e+00	3.988398119e-02	-6.801864038e-01	1.465497257e+00	3.820546640e-01	-4.602915316e-01	-7.900004956e+04	-1.768205072e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	1.182034780e-01	2.195155409e-02	1.238015951e+00	2.286013690e+00	3.885324960e-01	-7.788313251e-01	3.582014680e+00	2.815431502e-01	-1.249377573e+00	1.573675385e+00	6.119486268e-01	7.633540226e-01	-4.498163137e+03	-1.440948170e+01

10	7.266271603e-02	1.176232746e+00	1.062096364e+00	1.102183713e+00	2.746857543e+00	5.168193311e-01	6.721380784e-01	6.561407927e-01	6.356016962e-01	4.128661816e-01	2.497511844e+00	6.937348273e-01	-2.073082660e+04	-1.322173903e+01

11	4.260534995e-01	7.799019487e-01	6.108553952e-01	1.085845711e+00	4.232440817e+00	-1.391893563e-01	8.596442811e-01	2.331603782e+00	-9.700041532e-02	1.764199240e+00	7.581097937e-01	-8.032093274e-01	-1.675721801e+05	-1.513591710e+01

12	1.574328822e-01	1.602134403e+00	1.931688782e-01	3.076203349e+00	1.237027891e+00	-7.300537677e-01	1.882828949e+00	6.760116290e-01	1.857990702e-01	9.924530670e-01	1.817577061e+00	-9.580878253e-01	-1.013587487e+05	-1.534898864e+01

13	1.240753645e+00	1.229464403e+00	5.584833063e-01	1.132994038e+00	1.047472863e+00	1.930967448e+00	7.309618624e-02	4.255224099e-01	3.169043063e-01	1.376810726e+00	2.760006744e+00	4.148513589e-01	-1.197662775e+06	-1.454633337e+01

14	7.108249160e-01	2.632643843e-01	2.938266819e+00	5.801200835e-01	3.915421550e-01	-1.151512373e-01	5.486956688e-01	2.265464586e-01	-1.946967901e-01	2.029378048e-01	5.351331312e-01	6.668143050e-01	-2.061189738e+05	-8.984386801e+00

15	4.872836678e-01	5.096664120e-01	7.701741072e-01	1.246167882e+00	6.568745460e-01	-1.247449839e-01	8.058487673e-01	2.846281281e+00	-2.856200678e-01	2.364283424e+00	4.752268767e+00	-1.337996517e+00	-1.714041444e+05	-1.691427104e+01

16	6.903393290e-01	3.709607243e-01	5.866616891e-01	9.769284135e-01	2.168491188e+00	1.080988916e+00	3.820131110e-01	1.363318234e+00	9.339724318e-02	3.076947639e-01	1.245558102e+00	-1.915682693e-01	-3.026296822e+05	-1.142997897e+01

17	6.399669615e-01	2.453469872e-01	6.026535507e+00	8.052280612e-01	2.934668192e-01	-1.087027437e+00	1.272857388e+00	8.214267015e-01	-7.734388671e-01	1.162178727e+00	7.331406452e-01	2.414472794e-01	-2.011773281e+05	-1.360651646e+01

18	8.480134320e-01	5.398506779e-01	1.217970960e+00	6.369001027e-01	2.378012294e+00	-3.604054846e-01	1.298172194e+00	1.568686197e+00	-1.521980943e-01	1.241881058e+00	5.336877109e-01	-2.820484379e-01	-4.746278739e+05	-1.281790015e+01

19	3.523735184e+00	3.823839005e-01	1.620811857e+00	3.282693367e-01	3.256942535e+00	-4.126183149e-01	3.525010787e-01	7.847598896e-01	5.899162132e-01	2.344382548e+00	1.161920155e+00	9.034575257e-01	-6.512088311e+06	-1.642558138e+01

20	9.647397842e-01	8.967498711e-01	1.432107854e+00	6.518537694e-01	1.243922741e+00	4.243515312e-01	8.686301763e-01	4.927042714e-01	-4.832759511e-01	6.068874731e-01	1.538089852e+00	9.993662509e-01	-7.057049699e+05	-1.189783389e+01

21	2.560579442e-01	2.801772058e-01	1.125264710e+00	5.350437768e-01	9.170420029e+00	1.086459727e-02	9.895446630e-02	5.498915031e+00	-4.029341538e-02	3.613318714e+00	5.689295017e-01	-7.276452749e-01	-5.470574145e+04	-1.919519217e+01

22	1.877033366e+00	1.745547339e+00	2.704261536e+00	3.351704476e+00	1.687526261e+00	4.977688317e-01	3.722924570e-01	7.560490897e-01	-2.515066290e+00	1.848927421e+00	1.217610093e+00	1.683720604e+00	-2.572599406e+06	-2.214501313e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.141620854e+00	8.868252303e-01	1.257131404e+00	3.460908092e-01	3.838948972e-01	4.541576071e-01	1.091507330e+00	2.724944696e+00	-7.800204482e-01	1.586572964e+00	2.215021297e+00	-9.782434602e-01	-8.981804183e+05	-1.485223107e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	3.577870852e-02	4.932612425e+00	1.487786668e+00	8.084218359e-02	2.080327328e+00	-5.524251859e-02	1.379355785e+00	2.766372734e-01	-4.773469993e-01	6.994239448e-01	1.522461355e+00	2.912078453e-01	-8.329222481e+03	-1.526206415e+01

2	9.529219181e-01	8.843888825e-01	6.099501390e-01	1.201919178e+00	3.610106180e+00	4.455483771e-01	4.217780747e-01	9.545927801e-01	2.211070306e-01	8.330890696e-01	4.311493592e+00	1.674517096e-01	-6.258611191e+05	-1.545602867e+01

3	5.706662471e-01	5.238201108e-01	1.372187318e+00	6.049659660e-01	1.882293643e+00	1.352998806e-01	5.594826517e-01	2.039365197e+00	-1.353257741e-01	1.424138478e+00	1.858689801e+00	-1.098772040e+00	-2.234238888e+05	-1.377724068e+01

