walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p
18	1.448918165e+00	7.571613049e-01	1.702219386e+00	2.120543222e-01	2.109209970e-01	-7.139400239e-01	1.270114042e+00	7.343895165e-01	4.266142282e-01	2.871077061e-01	6.060820029e-01	-2.959451729e-01	-1.289332376e+06	-1.042983626e+01

19	4.562803261e+00	1.705486140e-01	1.909688801e+00	2.132170624e-01	3.884274740e+00	-7.932206845e-01	2.779881634e-01	7.431917012e-01	6.580096725e-01	3.005560243e+00	6.184578694e-01	1.159463574e+00	-8.624449918e+06	-1.825623164e+01

20	1.222465209e+00	5.116523303e-01	1.282212877e+00	5.513051537e-01	4.910191215e-01	-2.594340682e-02	1.175213797e+00	6.150992314e-01	-1.152943583e+00	9.714686000e-01	6.460113539e+00	6.143739314e-01	-8.702398498e+05	-1.487615810e+01

21	5.044738636e-01	4.672557945e-01	9.637505659e-01	4.263161826e-01	7.238474340e+00	2.290854560e-01	1.700477969e-01	4.468694402e+00	2.880527506e-02	2.944015966e+00	1.291935205e+00	-6.719514657e-01	-1.803890748e+05	-1.824133509e+01

22	1.877680325e+00	1.746352959e+00	2.705142294e+00	3.353071809e+00	1.688143112e+00	4.979825892e-01	3.722524978e-01	7.546329456e-01	-2.516113739e+00	1.848439216e+00	1.215337535e+00	1.685309594e+00	-2.575082874e+06	-2.215019150e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	8.273670497e-01	1.687429388e+00	8.093114906e-01	8.904112596e-01	9.381364279e-01	7.289018943e-01	1.019801059e+00	2.647198867e+00	-6.846297473e-01	1.892006944e+00	2.761797219e+00	-1.503741559e+00	-6.142912281e+05	-1.740998061e+01

25	1.038397153e-02	5.574323842e-01	8.842217545e-01	4.339762976e-01	9.559304764e-01	-4.709335988e-01	1.068877382e+00	1.600130201e+00	-1.044411570e+00	5.479532045e-01	1.379803234e+00	1.301414813e+00	-3.333442137e+03	-1.161903324e+01

26	3.581506678e-01	4.788478730e-01	3.655831868e+00	9.133741437e-01	2.822772247e+00	-1.535225946e-01	3.607051576e-01	1.043593444e+00	4.692216170e-01	1.217398593e+00	5.167007713e+00	1.008949818e-01	-9.560853019e+04	-1.621010686e+01

27	1.088330260e+00	5.125835843e-01	5.829469153e-01	2.667356905e+00	2.019657497e-01	9.008413984e-01	9.870974625e-01	1.410125616e+00	-3.625574788e-01	3.112908201e+00	2.236295935e+00	2.704434279e-01	-6.903145376e+05	-1.650529057e+01

28	3.814780617e-01	1.921718559e+00	9.179532297e-01	3.099201347e-01	2.433647650e-01	-5.414871162e-01	1.929981131e+00	1.385485539e+00	2.523881358e-01	8.881830253e-01	4.219967465e-01	1.549958778e+00	-5.499310521e+05	-1.289085715e+01

29	7.939046593e-01	1.211030915e+00	2.198850967e+00	4.050682037e-01	5.123930642e-01	4.850108440e-01	3.727844505e-01	6.494718613e-01	3.526929077e-01	2.502714051e+00	2.125609429e-01	-3.582615518e-01	-1.189401190e+06	-1.172192034e+01

30	1.851273525e+00	1.931418520e-01	6.332967979e+00	1.261169577e-01	2.098789196e-01	2.183674366e+00	2.778805407e-01	3.684159557e-01	-7.034617458e-01	4.424202528e-01	8.058225283e-01	3.251450473e-01	-3.455307649e+05	-1.418833100e+01

31	3.505704732e-01	1.641214361e+00	4.892725181e-01	1.040647824e-01	1.287647526e+00	1.343162958e+00	4.102623927e-01	1.094981201e+00	2.656698649e-01	5.191327282e-01	5.274222208e+00	-1.223896494e+00	-1.912240007e+05	-1.450162042e+01

32	1.711185686e-01	6.165227638e-01	1.930483351e-01	1.923952147e+00	4.077830102e-01	-4.368450464e-01	1.568011508e+00	3.458586307e-01	-1.941495695e+00	2.018598440e+00	1.421537862e+01	7.216943605e-01	-9.553785683e+04	-1.992169382e+01

33	7.130389375e-01	3.141277343e-01	3.323867689e+00	9.379763822e-01	1.201763169e+01	-4.484993483e-01	2.468739903e-01	3.411600281e-01	1.088335376e+00	1.865211525e-01	1.012422446e+00	2.263907299e-01	-3.407743271e+05	-1.616723320e+01

34	4.164553276e+00	2.820648367e-01	3.050680338e+00	1.596011248e+00	1.997716839e+00	-1.243318005e-01	5.586183820e-01	2.588103077e-01	1.132007026e+00	3.896763942e-01	2.295425511e-01	1.288192236e-01	-1.979815782e+06	-1.555628793e+01

35	1.435437978e-01	6.242626796e-01	1.374401376e+00	7.147781335e-01	1.039981022e+00	9.935540741e-01	7.277751298e-01	3.739485259e-01	8.751950296e-01	8.614475335e-02	5.316277025e-01	3.731670336e-01	-6.324780495e+04	-9.212955512e+00

36	1.154169020e+00	1.212266168e+00	8.145738303e-01	3.982233447e-01	2.602406063e-01	5.077650337e-02	5.739914891e-01	7.099455938e-01	4.816738741e-01	4.142913895e-03	5.265320631e+00	6.552456900e-02	-1.212720159e+06	-1.232696102e+01

37	2.289589858e-02	8.479069346e-01	1.101141136e+00	7.270404188e-01	1.717865686e-01	5.428442980e-01	4.254383238e-01	2.347597079e+00	-9.142115858e-01	2.257725317e-01	3.025537913e+00	-2.128177747e-01	-4.430730882e+03	-1.227318065e+01

38	5.858082197e-01	1.442101233e+00	4.527413749e-01	9.808421893e-01	1.338437315e+00	5.877857513e-01	1.051082416e+00	1.030660308e+00	-3.080793291e-01	1.686436871e+00	3.397876600e-01	9.847534402e-01	-5.734017093e+05	-1.266373700e+01

39	6.387508753e-03	8.216786634e-02	1.885605486e+00	3.643146520e-01	1.551440520e+00	-1.888665856e-01	3.926405987e-01	3.760036545e+00	-6.111094850e-01	4.424975036e-02	3.478282187e+00	-3.982399652e-01	-2.309439289e+03	-1.308377126e+01

40	3.097169058e+00	1.492474079e-01	2.359685531e-01	3.341079473e-01	2.995817020e-01	1.283865923e+00	1.050358445e-01	1.673190787e+00	-4.617088172e-01	6.811425404e-01	2.244808995e-01	-6.987335109e-01	-7.770113414e+05	-1.155466737e+01

41	1.920346010e+00	2.678962579e-01	3.125207879e+00	8.990587326e-01	9.078898729e+00	-1.872175535e-02	3.956263953e-01	3.445482547e-01	-1.694303956e-01	1.131548472e+00	8.346451501e-01	-8.023399833e-02	-1.739123208e+06	-1.645500245e+01

42	1.254544476e+00	1.343529048e+00	4.228559467e+00	1.400101626e+00	1.476992764e+00	-6.830732172e-01	1.288327681e+00	4.616533956e-01	9.879226355e-01	6.006026296e-01	1.197263600e+00	-5.124192174e-01	-1.303254577e+06	-1.539360679e+01

43	1.660319254e+00	1.247620205e+00	2.130724793e+00	1.393995819e+00	9.875212419e-01	1.802282475e+00	2.732429876e+00	3.709542929e+00	-1.029250817e+00	1.035097308e-01	7.251729901e+00	-2.765573778e-01	-1.812326770e+06	-2.271875464e+01

44	5.309541886e-01	5.766228805e-01	8.373021567e-01	1.440696686e-01	1.252566328e+00	-1.468241487e+00	3.087106718e-01	2.532793422e-01	-2.730124191e+00	3.843110303e-01	2.184155185e+00	-1.336233938e+00	-2.541659020e+05	-1.510932535e+01

45	1.733632207e-01	1.229557926e-01	2.417989416e-01	1.150562767e+00	1.507317200e+00	-9.155968194e-01	1.532962104e+00	1.207088250e+00	-6.536422900e-01	1.470507771e+00	1.984316539e+01	-8.606218694e-01	-2.241894090e+04	-1.983150850e+01

46	2.731038438e+00	9.500939057e-02	3.435151823e+00	7.446904469e-01	3.854608592e+00	-2.004962651e-02	1.016613111e+00	2.282469794e+00	2.079501210e-01	2.396522868e-01	7.724741339e-01	-6.214066429e-01	-3.850472029e+06	-1.626248733e+01

47	4.901670826e-01	1.209244710e+00	1.046611488e-03	1.417052181e+00	1.137464134e+00	-6.940914640e-01	2.004589672e-01	1.067487593e-01	-2.020405648e-01	2.117978431e+00	2.228722531e-01	1.801423050e+00	-2.379631367e+06	-1.343769076e+01

48	4.397344262e+00	3.242439405e-01	2.247957584e+00	1.741258829e-01	4.201613493e-01	7.054272245e-01	1.533709850e+00	1.475107969e+00	1.250609849e+00	5.238572530e-01	3.430157699e-01	1.118518260e+00	-4.150563832e+06	-1.543835579e+01

49	5.883923061e-01	1.019897487e+00	4.161311268e+00	7.134817436e-02	3.218497283e-01	-3.971520981e-01	2.038216410e+00	1.903247008e+00	-2.199606183e-02	8.711628922e-01	4.744901240e-01	-2.130286882e-01	-5.313698302e+05	-1.301083692e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	2.008598124e+00	7.203712166e-01	3.776133339e-01	3.368140403e-02	4.152061270e-01	6.984414596e-01	4.066574727e-01	9.668133315e-01	2.564649363e-01	8.279035188e-01	2.648452233e+00	1.813505274e-02	-2.205503424e+06	-1.149899246e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

4	1.372800680e-01	2.960744302e-01	6.017801609e-01	1.904314904e+00	5.469795039e+00	2.913421238e-01	2.096916465e-01	1.172711392e+00	4.097412271e-01	8.718890814e-01	5.280887225e+00	-5.344677345e-02	-1.710311540e+04	-1.633904557e+01

5	4.492665544e-01	7.368881880e-01	1.734572451e+00	1.294504923e+00	1.316936306e+00	-1.340047876e+00	6.765918607e-01	2.706169021e-01	2.288468934e-01	6.335657225e-01	2.185440646e+00	3.443226307e-01	-2.348836376e+05	-1.278665163e+01

6	2.820675422e+00	2.680355249e-01	3.492582065e+00	3.796223834e-01	6.933504020e-01	1.851347794e-01	8.898873459e-01	1.131800975e+00	1.225953520e+00	6.085995996e-01	8.151523596e-01	1.085241962e+00	-3.238396006e+06	-1.402550182e+01

7	5.937971013e-01	1.564738541e-01	7.656891253e+00	1.557385812e-01	1.367008218e+00	9.094642513e-01	1.121641743e+00	1.254205948e-01	-5.358054534e-01	1.229346230e+00	5.785760184e-01	-2.936587312e-01	-1.087051653e+05	-1.429207934e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	1.939143742e-01	1.300412321e+00	1.590593135e+00	3.605198829e-01	1.137551543e-01	6.702987701e-01	8.777659632e-01	6.445715602e-01	6.689793384e-01	2.760228353e-01	4.970710911e-01	7.247381705e-01	-1.749620401e+05	-1.009486443e+01

11	6.966779017e-01	6.943715848e-01	4.645638118e-01	3.990032525e-01	2.273828924e+00	7.451015993e-02	8.543114292e-01	9.300683636e-01	-2.928762188e-01	8.394783092e-01	3.167603899e-01	-7.735785687e-01	-4.086292936e+05	-1.078014390e+01

12	1.798772467e-01	2.882620228e+00	2.852971620e-01	2.397297352e+00	1.867285137e+00	6.535751822e-02	1.715704451e+00	2.304250701e-01	1.943866146e-01	1.497850105e+00	2.121876643e+00	-1.398981359e+00	-1.562261160e+05	-1.738766472e+01

13	1.698755584e+00	1.006970678e+00	4.514204168e-01	5.194355171e-01	3.086901847e-01	1.485469038e+00	1.968869288e-01	6.355354315e-01	3.063265431e-01	1.147391720e+00	2.483619714e+00	2.415274812e-01	-1.827781525e+06	-1.258102936e+01

14	7.351402853e-01	2.512665851e-01	3.692356681e-01	4.377703773e-01	4.756297265e-01	5.998422886e-01	2.544415134e-02	5.338291627e-01	1.535650354e-01	1.018044849e-01	1.516899404e+00	5.019568586e-01	-2.645239132e+05	-7.772563817e+00

15	5.958343251e-01	1.501459147e-01	9.600608668e-01	6.439211653e-01	4.659517722e-01	7.445619789e-02	4.514251562e-01	3.560495730e+00	-4.407594809e-01	2.815739335e+00	5.718047014e+00	-1.463020740e+00	-2.066111159e+05	-1.732468480e+01

16	8.327874909e-01	2.750409410e-01	5.598199355e-01	7.880729002e-01	1.418799385e+00	1.290001141e+00	3.966295232e-01	1.433302891e+00	3.556594411e-02	1.684598391e-01	3.167737402e-01	-2.341138803e-01	-3.574095065e+05	-1.007278437e+01

17	5.041173573e-01	2.271740713e-01	3.841289519e+00	1.061278663e+00	4.300025247e-01	-1.487387485e+00	1.388836063e+00	1.100706783e+00	-7.899173509e-01	1.243608820e+00	6.762211692e+00	1.749747060e-02	-1.533172750e+05	-1.744229489e+01

18	1.452226104e+00	7.535524049e-01	1.704649784e+00	2.117510413e-01	2.108204555e-01	-7.144744461e-01	1.268069149e+00	7.323718051e-01	4.271541454e-01	2.852450062e-01	6.066524732e-01	-3.016655294e-01	-1.286266043e+06	-1.042784864e+01

19	4.562803261e+00	1.705486140e-01	1.909688801e+00	2.132170624e-01	3.884274740e+00	-7.932206845e-01	2.779881634e-01	7.431917012e-01	6.580096725e-01	3.005560243e+00	6.184578694e-01	1.159463574e+00	-8.624449918e+06	-1.825623164e+01

20	1.077217415e+00	4.278581690e-01	1.207540737e+00	5.727727700e-01	4.852087197e-01	-2.671618796e-03	1.007445648e+00	1.297817487e+00	-9.878652693e-01	1.398955120e+00	6.288108730e+00	1.328512344e-01	-6.863089218e+05	-1.511162863e+01

21	5.044738636e-01	4.672557945e-01	9.637505659e-01	4.263161826e-01	7.238474340e+00	2.290854560e-01	1.700477969e-01	4.468694402e+00	2.880527506e-02	2.944015966e+00	1.291935205e+00	-6.719514657e-01	-1.803890748e+05	-1.824133509e+01

22	1.873693303e+00	1.737204778e+00	2.694605839e+00	3.317136767e+00	1.675291709e+00	5.219071695e-01	4.155448831e-01	8.088344232e-01	-2.488840432e+00	1.816432232e+00	1.326062189e+00	1.649323358e+00	-2.536906724e+06	-2.213906066e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	5.087977551e-01	2.029722568e+00	9.416762580e-01	9.908234306e-01	6.860148035e-01	5.942564279e-01	6.708934054e-01	2.012821403e+00	-4.174315395e-01	2.345845709e+00	2.302455156e+00	-9.459248297e-01	-4.014374596e+05	-1.569654273e+01

25	1.038397153e-02	5.574323842e-01	8.842217545e-01	4.339762976e-01	9.559304764e-01	-4.709335988e-01	1.068877382e+00	1.600130201e+00	-1.044411570e+00	5.479532045e-01	1.379803234e+00	1.301414813e+00	-3.333442137e+03	-1.161903324e+01

26	3.581506678e-01	4.788478730e-01	3.655831868e+00	9.133741437e-01	2.822772247e+00	-1.535225946e-01	3.607051576e-01	1.043593444e+00	4.692216170e-01	1.217398593e+00	5.167007713e+00	1.008949818e-01	-9.560853019e+04	-1.621010686e+01

27	9.582531914e-01	4.072333940e-01	6.109742279e-01	3.125062880e+00	1.792235712e-01	7.762616229e-01	1.155485414e+00	1.575184988e+00	-5.050916588e-01	3.531745055e+00	2.183593088e+00	2.766051998e-01	-5.156701461e+05	-1.748047134e+01

28	3.814780617e-01	1.921718559e+00	9.179532297e-01	3.099201347e-01	2.433647650e-01	-5.414871162e-01	1.929981131e+00	1.385485539e+00	2.523881358e-01	8.881830253e-01	4.219967465e-01	1.549958778e+00	-5.499310521e+05	-1.289085715e+01

29	7.939046593e-01	1.211030915e+00	2.198850967e+00	4.050682037e-01	5.123930642e-01	4.850108440e-01	3.727844505e-01	6.494718613e-01	3.526929077e-01	2.502714051e+00	2.125609429e-01	-3.582615518e-01	-1.189401190e+06	-1.172192034e+01

30	1.851273525e+00	1.931418520e-01	6.332967979e+00	1.261169577e-01	2.098789196e-01	2.183674366e+00	2.778805407e-01	3.684159557e-01	-7.034617458e-01	4.424202528e-01	8.058225283e-01	3.251450473e-01	-3.455307649e+05	-1.418833100e+01

31	3.505704732e-01	1.641214361e+00	4.892725181e-01	1.040647824e-01	1.287647526e+00	1.343162958e+00	4.102623927e-01	1.094981201e+00	2.656698649e-01	5.191327282e-01	5.274222208e+00	-1.223896494e+00	-1.912240007e+05	-1.450162042e+01

32	1.711185686e-01	6.165227638e-01	1.930483351e-01	1.923952147e+00	4.077830102e-01	-4.368450464e-01	1.568011508e+00	3.458586307e-01	-1.941495695e+00	2.018598440e+00	1.421537862e+01	7.216943605e-01	-9.553785683e+04	-1.992169382e+01

33	7.130389375e-01	3.141277343e-01	3.323867689e+00	9.379763822e-01	1.201763169e+01	-4.484993483e-01	2.468739903e-01	3.411600281e-01	1.088335376e+00	1.865211525e-01	1.012422446e+00	2.263907299e-01	-3.407743271e+05	-1.616723320e+01

34	4.164553276e+00	2.820648367e-01	3.050680338e+00	1.596011248e+00	1.997716839e+00	-1.243318005e-01	5.586183820e-01	2.588103077e-01	1.132007026e+00	3.896763942e-01	2.295425511e-01	1.288192236e-01	-1.979815782e+06	-1.555628793e+01

35	1.435437978e-01	6.242626796e-01	1.374401376e+00	7.147781335e-01	1.039981022e+00	9.935540741e-01	7.277751298e-01	3.739485259e-01	8.751950296e-01	8.614475335e-02	5.316277025e-01	3.731670336e-01	-6.324780495e+04	-9.212955512e+00

36	1.147397867e+00	1.199385401e+00	8.163382111e-01	4.012030227e-01	2.627353498e-01	5.106367672e-02	5.725050770e-01	7.445153823e-01	4.704871471e-01	3.824029473e-02	5.270811029e+00	4.698727427e-02	-1.182446713e+06	-1.236944205e+01

37	2.289589858e-02	8.479069346e-01	1.101141136e+00	7.270404188e-01	1.717865686e-01	5.428442980e-01	4.254383238e-01	2.347597079e+00	-9.142115858e-01	2.257725317e-01	3.025537913e+00	-2.128177747e-01	-4.430730882e+03	-1.227318065e+01

38	4.957269829e-01	1.494439062e+00	3.930291757e-01	1.016359558e+00	1.372961764e+00	6.106171467e-01	1.037445559e+00	1.004494216e+00	-3.325901076e-01	1.746242628e+00	3.141108765e-01	9.733040793e-01	-4.943563036e+05	-1.270083943e+01

39	6.387508753e-03	8.216786634e-02	1.885605486e+00	3.643146520e-01	1.551440520e+00	-1.888665856e-01	3.926405987e-01	3.760036545e+00	-6.111094850e-01	4.424975036e-02	3.478282187e+00	-3.982399652e-01	-2.309439289e+03	-1.308377126e+01

40	3.097169058e+00	1.492474079e-01	2.359685531e-01	3.341079473e-01	2.995817020e-01	1.283865923e+00	1.050358445e-01	1.673190787e+00	-4.617088172e-01	6.811425404e-01	2.244808995e-01	-6.987335109e-01	-7.770113414e+05	-1.155466737e+01

41	1.446746130e+00	2.542783844e-01	3.364672162e+00	9.533065684e-01	6.186628333e+00	-5.098570759e-01	7.277648384e-01	5.974146177e-01	-3.769269373e-01	1.169022483e+00	2.816877891e+00	-4.755169672e-02	-1.222286382e+06	-1.740615194e+01

42	1.254544476e+00	1.343529048e+00	4.228559467e+00	1.400101626e+00	1.476992764e+00	-6.830732172e-01	1.288327681e+00	4.616533956e-01	9.879226355e-01	6.006026296e-01	1.197263600e+00	-5.124192174e-01	-1.303254577e+06	-1.539360679e+01

43	1.660319254e+00	1.247620205e+00	2.130724793e+00	1.393995819e+00	9.875212419e-01	1.802282475e+00	2.732429876e+00	3.709542929e+00	-1.029250817e+00	1.035097308e-01	7.251729901e+00	-2.765573778e-01	-1.812326770e+06	-2.271875464e+01

44	5.309541886e-01	5.766228805e-01	8.373021567e-01	1.440696686e-01	1.252566328e+00	-1.468241487e+00	3.087106718e-01	2.532793422e-01	-2.730124191e+00	3.843110303e-01	2.184155185e+00	-1.336233938e+00	-2.541659020e+05	-1.510932535e+01

45	1.733632207e-01	1.229557926e-01	2.417989416e-01	1.150562767e+00	1.507317200e+00	-9.155968194e-01	1.532962104e+00	1.207088250e+00	-6.536422900e-01	1.470507771e+00	1.984316539e+01	-8.606218694e-01	-2.241894090e+04	-1.983150850e+01

46	2.731038438e+00	9.500939057e-02	3.435151823e+00	7.446904469e-01	3.854608592e+00	-2.004962651e-02	1.016613111e+00	2.282469794e+00	2.079501210e-01	2.396522868e-01	7.724741339e-01	-6.214066429e-01	-3.850472029e+06	-1.626248733e+01

47	4.486214957e-01	1.481582651e+00	3.515274906e-01	9.938590170e-01	7.957011597e-01	-6.357595631e-01	8.615562222e-01	5.955365833e-01	-2.833850249e-02	1.647898091e+00	2.989861410e-01	1.705302663e+00	-5.818362624e+05	-1.231287614e+01

48	2.319732313e+00	4.346791997e-01	1.602108598e+00	2.971879329e-01	6.738952029e-01	1.483168017e-01	1.313570750e+00	1.534317004e+00	1.637151414e-01	5.352688076e-01	8.340259183e-01	1.205135881e+00	-2.596057219e+06	-1.267921935e+01

49	5.883923061e-01	1.019897487e+00	4.161311268e+00	7.134817436e-02	3.218497283e-01	-3.971520981e-01	2.038216410e+00	1.903247008e+00	-2.199606183e-02	8.711628922e-01	4.744901240e-01	-2.130286882e-01	-5.313698302e+05	-1.301083692e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	2.008598124e+00	7.203712166e-01	3.776133339e-01	3.368140403e-02	4.152061270e-01	6.984414596e-01	4.066574727e-01	9.668133315e-01	2.564649363e-01	8.279035188e-01	2.648452233e+00	1.813505274e-02	-2.205503424e+06	-1.149899246e+01

3	6.058927110e-01	4.825942320e-01	2.462778182e+00	9.638739379e-02	5.162115125e-01	5.817512301e-01	2.225736898e-01	7.868736994e-01	-2.619613098e-02	1.917086884e-01	4.555672711e-01	-1.257957899e+00	-3.008494974e+05	-8.903043750e+00

