walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p
7	4.066867055e-01	3.876453834e-01	2.720876535e+00	7.408105964e-01	8.708227153e-01	7.513868874e-01	1.135711854e+00	1.445179564e+00	5.484580005e-01	1.018657737e+00	6.436514042e-01	-3.850884562e-01	-1.292776228e+05	-1.177892572e+01

8	8.054313137e-01	4.933975706e-01	1.908134346e+00	2.535292030e-01	9.228811230e-01	-2.841350630e+00	1.159319432e+00	3.018368513e+00	1.074307783e+00	2.076911937e+00	4.250625950e-01	2.084030173e+00	-4.297260618e+05	-1.988443446e+01

9	8.015569082e-01	2.052788183e-01	1.699359970e-01	7.362035876e-02	1.419584584e+00	3.281157989e-01	1.545326742e+00	1.504838850e+00	4.865682068e-02	1.777181437e-01	1.870864200e+00	-2.646974056e+00	-3.742431464e+05	-1.427399370e+01

10	1.079708985e+00	1.806956481e-01	3.078344381e-01	2.365439511e+00	4.287687797e+00	5.836895915e-01	2.595654423e-01	9.260402375e-01	-3.956048994e-01	1.251149653e-01	4.884190061e-01	-1.572055225e+00	-5.808304164e+05	-1.373961259e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.397620369e-02	4.638664890e-01	9.204478497e-01	7.195464383e-01	6.828604709e-01	6.269981969e-01	1.101638883e-01	2.123466328e-01	-4.859622498e-01	9.361680856e-02	7.610624967e-01	1.978797763e-01	-2.879897078e+04	-7.519264170e+00

13	8.794595931e-02	6.158082280e-01	1.442503182e+00	8.313506962e-01	1.529227010e-01	7.495406344e-01	1.280114065e+00	5.868322862e-01	-7.188822498e-02	1.343931971e+00	2.638981895e+00	-6.816934091e-01	-3.373207475e+04	-1.251118098e+01

14	1.473300340e+00	5.519920692e-01	5.448630124e+00	2.106734592e+00	6.950075562e-01	-3.589065113e-01	6.652127287e-01	5.802089435e+00	-1.062605080e+00	7.960690422e-01	1.461038216e+00	5.830051235e-01	-1.310556412e+06	-1.900076237e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	7.630963499e-01	1.997522118e+00	1.331484787e-01	1.073607047e+00	3.494739510e-01	-7.551800654e-01	1.923138877e+00	2.324500607e-01	6.178742509e-01	5.959409698e-02	1.024212196e+00	3.147071368e-01	-1.678144568e+06	-1.163846288e+01

17	1.602309699e-01	1.515237858e+00	4.674400658e-01	6.314408512e-01	5.953973074e-01	7.105046722e-01	4.174777341e-01	6.039485205e-01	-2.078757079e+00	2.499959702e+00	2.489213980e-01	-4.688822984e-01	-1.268693383e+05	-1.291522333e+01

18	1.041307512e+00	4.035954577e-01	1.618607866e+00	4.534452756e-01	3.237309204e+00	-9.986620457e-01	1.858201236e-02	2.771315880e-01	6.017541533e-02	8.971468990e-01	2.637162119e+00	1.691695556e+00	-6.406703484e+05	-1.458977947e+01

19	5.130020319e-01	1.735540819e+00	9.246729813e-01	4.630788989e-01	3.283270540e-01	1.120048176e+00	4.096346844e-01	1.457033256e+00	4.304075995e-02	5.756400308e+00	5.184743991e-01	1.294485812e-01	-6.834903118e+05	-1.563652082e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.357180713e+00	1.111710442e+00	1.067333697e+00	1.027990552e+00	4.864160545e+00	9.513729951e-01	8.189192745e-01	3.700446482e+00	1.325822491e+00	1.460001248e+00	3.659643916e-01	1.944385358e-01	-1.346717021e+06	-1.831361463e+01

22	1.014921115e+00	1.931238111e+00	1.247878861e+00	9.659284886e-01	2.351107914e+00	-9.355594045e-01	2.037154103e-01	8.311531115e-01	-7.584837519e-01	5.148958838e-01	2.117370100e-01	2.275981887e-01	-1.609796361e+06	-1.287822531e+01

23	8.387922773e-01	5.801570026e-01	4.694794926e-01	6.175311159e-01	4.634474899e-01	-2.633960138e+00	1.487351639e+00	3.641083824e+00	-8.516474976e-01	1.315782683e+00	2.532798084e-01	6.572355203e-01	-5.503995327e+05	-1.646472061e+01

24	9.900427835e-01	8.209143960e-01	8.709121288e+00	9.441037756e-01	3.809293927e-01	1.624031374e+00	2.668721500e-01	1.153190805e+00	-2.143985246e-01	1.733020117e+00	2.083820889e-01	-3.749897602e-01	-9.615148723e+05	-1.646482060e+01
0	6.173049847e-01	1.076834406e+00	2.566501026e+00	8.016772698e-01	1.207238486e+00	9.279966367e-01	1.064428555e+00	1.408986945e+00	9.043681006e-01	2.747365602e-01	1.317514562e+00	-1.785895293e+00	-3.492275945e+05	-1.472280869e+01

1	1.240677297e-01	4.038782479e-01	2.515977080e+00	4.062449468e-01	3.406860159e+00	-6.878341116e-02	1.195463860e+00	2.640830948e+00	6.739596198e-01	9.926783102e-01	2.136543670e+00	-1.003489166e+00	-1.669928011e+04	-1.582607127e+01

2	5.858211987e-01	2.426021301e-01	1.255758897e+00	3.282920448e-01	2.270737609e+00	4.668934733e-02	3.566617198e-01	2.817750762e+00	-2.471481845e-01	1.486347545e-02	5.169903888e-01	-3.627696921e-01	-2.117528470e+05	-1.070820547e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

4	1.768472226e-01	1.073838322e-01	7.746668036e-01	4.404612207e-01	1.958672372e+00	6.113623099e-01	2.140591528e+00	1.609782128e+00	2.418044129e-01	5.173130957e+00	1.438672365e+00	-2.806960790e-01	-2.115416557e+04	-1.673691643e+01

5	3.635084464e-01	3.640606731e-02	5.135082405e+00	1.396908910e+00	7.311231457e-01	1.150477679e+00	1.439372533e+00	9.163026169e-01	1.703720532e+00	2.229330218e+00	8.731420720e-01	-1.839918213e-01	-5.418318125e+04	-1.609652761e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	4.066867055e-01	3.876453834e-01	2.720876535e+00	7.408105964e-01	8.708227153e-01	7.513868874e-01	1.135711854e+00	1.445179564e+00	5.484580005e-01	1.018657737e+00	6.436514042e-01	-3.850884562e-01	-1.292776228e+05	-1.177892572e+01

8	7.579775449e-01	4.808122222e-01	2.004857108e+00	3.115195509e-01	9.166857599e-01	-2.413786390e+00	1.156509943e+00	2.831146559e+00	1.011727491e+00	1.950971299e+00	4.510763958e-01	1.790185487e+00	-3.840034437e+05	-1.792148801e+01

9	5.852721075e-01	3.297041395e-01	5.556320690e-01	3.032770860e-01	1.035678321e+00	4.558433607e-01	1.464944748e+00	1.226604797e+00	1.212142108e-02	5.311801044e-01	2.103669180e+00	-2.051326899e+00	-2.158323653e+05	-1.310571209e+01

10	1.079708985e+00	1.806956481e-01	3.078344381e-01	2.365439511e+00	4.287687797e+00	5.836895915e-01	2.595654423e-01	9.260402375e-01	-3.956048994e-01	1.251149653e-01	4.884190061e-01	-1.572055225e+00	-5.808304164e+05	-1.373961259e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.397620369e-02	4.638664890e-01	9.204478497e-01	7.195464383e-01	6.828604709e-01	6.269981969e-01	1.101638883e-01	2.123466328e-01	-4.859622498e-01	9.361680856e-02	7.610624967e-01	1.978797763e-01	-2.879897078e+04	-7.519264170e+00

13	8.794595931e-02	6.158082280e-01	1.442503182e+00	8.313506962e-01	1.529227010e-01	7.495406344e-01	1.280114065e+00	5.868322862e-01	-7.188822498e-02	1.343931971e+00	2.638981895e+00	-6.816934091e-01	-3.373207475e+04	-1.251118098e+01

14	1.473300340e+00	5.519920692e-01	5.448630124e+00	2.106734592e+00	6.950075562e-01	-3.589065113e-01	6.652127287e-01	5.802089435e+00	-1.062605080e+00	7.960690422e-01	1.461038216e+00	5.830051235e-01	-1.310556412e+06	-1.900076237e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	7.630963499e-01	1.997522118e+00	1.331484787e-01	1.073607047e+00	3.494739510e-01	-7.551800654e-01	1.923138877e+00	2.324500607e-01	6.178742509e-01	5.959409698e-02	1.024212196e+00	3.147071368e-01	-1.678144568e+06	-1.163846288e+01

17	1.602309699e-01	1.515237858e+00	4.674400658e-01	6.314408512e-01	5.953973074e-01	7.105046722e-01	4.174777341e-01	6.039485205e-01	-2.078757079e+00	2.499959702e+00	2.489213980e-01	-4.688822984e-01	-1.268693383e+05	-1.291522333e+01

18	1.041307512e+00	4.035954577e-01	1.618607866e+00	4.534452756e-01	3.237309204e+00	-9.986620457e-01	1.858201236e-02	2.771315880e-01	6.017541533e-02	8.971468990e-01	2.637162119e+00	1.691695556e+00	-6.406703484e+05	-1.458977947e+01

19	3.179712972e-01	1.157450731e+00	9.227522798e-01	5.796664080e-01	4.894943037e-01	8.959127200e-01	2.734983366e-01	8.912115021e-01	-1.974385745e-01	3.182157096e+00	6.287524565e-01	1.605566996e-01	-2.572232110e+05	-1.162898481e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.357180713e+00	1.111710442e+00	1.067333697e+00	1.027990552e+00	4.864160545e+00	9.513729951e-01	8.189192745e-01	3.700446482e+00	1.325822491e+00	1.460001248e+00	3.659643916e-01	1.944385358e-01	-1.346717021e+06	-1.831361463e+01

22	1.014921115e+00	1.931238111e+00	1.247878861e+00	9.659284886e-01	2.351107914e+00	-9.355594045e-01	2.037154103e-01	8.311531115e-01	-7.584837519e-01	5.148958838e-01	2.117370100e-01	2.275981887e-01	-1.609796361e+06	-1.287822531e+01

23	8.387922773e-01	5.801570026e-01	4.694794926e-01	6.175311159e-01	4.634474899e-01	-2.633960138e+00	1.487351639e+00	3.641083824e+00	-8.516474976e-01	1.315782683e+00	2.532798084e-01	6.572355203e-01	-5.503995327e+05	-1.646472061e+01

24	8.191312552e-01	7.020660471e-01	7.275214880e+00	8.496860954e-01	4.649584562e-01	1.241691169e+00	2.881194586e-01	1.109906621e+00	-2.437946158e-01	1.671360633e+00	5.567835803e-01	-6.818034124e-01	-5.533818689e+05	-1.476386003e+01
0	4.630505781e-01	8.663749325e-01	2.550700230e+00	6.780102562e-01	1.895145437e+00	6.162648824e-01	1.105408374e+00	1.794232308e+00	8.323104385e-01	4.992647715e-01	1.573656708e+00	-1.541206572e+00	-1.831106035e+05	-1.501452777e+01

1	1.240677297e-01	4.038782479e-01	2.515977080e+00	4.062449468e-01	3.406860159e+00	-6.878341116e-02	1.195463860e+00	2.640830948e+00	6.739596198e-01	9.926783102e-01	2.136543670e+00	-1.003489166e+00	-1.669928011e+04	-1.582607127e+01

2	4.896550703e-01	4.692531152e-01	1.138018181e+00	4.004918515e-01	1.791208473e+00	3.029452541e-01	4.537839498e-01	2.241264984e+00	-2.018535486e-01	1.173426789e+00	6.070227461e-01	-2.225234398e-01	-1.773865206e+05	-1.131808465e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

4	1.768472226e-01	1.073838322e-01	7.746668036e-01	4.404612207e-01	1.958672372e+00	6.113623099e-01	2.140591528e+00	1.609782128e+00	2.418044129e-01	5.173130957e+00	1.438672365e+00	-2.806960790e-01	-2.115416557e+04	-1.673691643e+01

5	4.379052739e-01	9.624947157e-03	6.760820757e+00	1.828857468e+00	9.198913783e-01	1.345265100e+00	7.629208507e-01	6.495466716e-01	1.845271192e+00	2.298975324e+00	6.557761888e-01	-2.739834038e-01	-4.352180732e+04	-1.712033050e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	4.066867055e-01	3.876453834e-01	2.720876535e+00	7.408105964e-01	8.708227153e-01	7.513868874e-01	1.135711854e+00	1.445179564e+00	5.484580005e-01	1.018657737e+00	6.436514042e-01	-3.850884562e-01	-1.292776228e+05	-1.177892572e+01

8	7.505582293e-01	4.705462290e-01	1.972573685e+00	3.122423847e-01	9.750404957e-01	-2.307748788e+00	1.122039378e+00	2.830569248e+00	9.574745037e-01	1.867532057e+00	4.539170504e-01	1.697400908e+00	-3.746301190e+05	-1.736206769e+01

9	5.852721075e-01	3.297041395e-01	5.556320690e-01	3.032770860e-01	1.035678321e+00	4.558433607e-01	1.464944748e+00	1.226604797e+00	1.212142108e-02	5.311801044e-01	2.103669180e+00	-2.051326899e+00	-2.158323653e+05	-1.310571209e+01

10	1.079708985e+00	1.806956481e-01	3.078344381e-01	2.365439511e+00	4.287687797e+00	5.836895915e-01	2.595654423e-01	9.260402375e-01	-3.956048994e-01	1.251149653e-01	4.884190061e-01	-1.572055225e+00	-5.808304164e+05	-1.373961259e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.397620369e-02	4.638664890e-01	9.204478497e-01	7.195464383e-01	6.828604709e-01	6.269981969e-01	1.101638883e-01	2.123466328e-01	-4.859622498e-01	9.361680856e-02	7.610624967e-01	1.978797763e-01	-2.879897078e+04	-7.519264170e+00

13	8.658235772e-02	6.378626473e-01	1.414679746e+00	8.005898707e-01	6.296332546e-01	6.020940098e-01	1.276663818e+00	5.758262352e-01	5.349804074e-02	1.295939559e+00	2.509839955e+00	-6.815102609e-01	-2.572437614e+04	-1.198594947e+01

14	1.420883070e+00	7.097136863e-01	4.968259500e+00	1.976279417e+00	8.843884343e-01	-4.248487899e-01	6.124388935e-01	5.233645450e+00	-1.027827740e+00	7.639159064e-01	1.318176246e+00	5.423630954e-01	-1.262795585e+06	-1.835406821e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	3.957621503e-01	1.076535346e+00	3.789738785e-01	7.435572731e-01	6.014137921e-01	-6.435008466e-01	1.156804387e+00	5.699792905e-01	1.201252444e-01	7.208663403e-01	1.596857941e+00	-8.919025654e-01	-2.786721132e+05	-1.080290505e+01

17	1.462444418e-01	1.085407392e+00	1.259734128e+00	5.443438758e-01	1.682761269e+00	4.091064955e-01	7.183723647e-01	1.391735044e+00	-1.014113834e+00	1.917002163e+00	9.789799259e-01	-6.756473427e-01	-5.650667085e+04	-1.305550543e+01

18	1.041307512e+00	4.035954577e-01	1.618607866e+00	4.534452756e-01	3.237309204e+00	-9.986620457e-01	1.858201236e-02	2.771315880e-01	6.017541533e-02	8.971468990e-01	2.637162119e+00	1.691695556e+00	-6.406703484e+05	-1.458977947e+01

19	2.890293841e-01	9.421016133e-01	8.923827132e-01	5.511180229e-01	7.907952977e-01	8.375567431e-01	6.564042939e-01	1.038576923e+00	-1.073580379e-01	3.590468666e+00	7.948519094e-01	7.006399235e-02	-1.525568457e+05	-1.260782914e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.357180713e+00	1.111710442e+00	1.067333697e+00	1.027990552e+00	4.864160545e+00	9.513729951e-01	8.189192745e-01	3.700446482e+00	1.325822491e+00	1.460001248e+00	3.659643916e-01	1.944385358e-01	-1.346717021e+06	-1.831361463e+01

22	1.014921115e+00	1.931238111e+00	1.247878861e+00	9.659284886e-01	2.351107914e+00	-9.355594045e-01	2.037154103e-01	8.311531115e-01	-7.584837519e-01	5.148958838e-01	2.117370100e-01	2.275981887e-01	-1.609796361e+06	-1.287822531e+01

23	8.387922773e-01	5.801570026e-01	4.694794926e-01	6.175311159e-01	4.634474899e-01	-2.633960138e+00	1.487351639e+00	3.641083824e+00	-8.516474976e-01	1.315782683e+00	2.532798084e-01	6.572355203e-01	-5.503995327e+05	-1.646472061e+01

24	8.191312552e-01	7.020660471e-01	7.275214880e+00	8.496860954e-01	4.649584562e-01	1.241691169e+00	2.881194586e-01	1.109906621e+00	-2.437946158e-01	1.671360633e+00	5.567835803e-01	-6.818034124e-01	-5.533818689e+05	-1.476386003e+01
0	4.630505781e-01	8.663749325e-01	2.550700230e+00	6.780102562e-01	1.895145437e+00	6.162648824e-01	1.105408374e+00	1.794232308e+00	8.323104385e-01	4.992647715e-01	1.573656708e+00	-1.541206572e+00	-1.831106035e+05	-1.501452777e+01

1	1.138237958e-01	4.669417599e-01	2.213086293e+00	5.135095512e-01	2.649043018e+00	1.144522791e-01	1.212236889e+00	2.075493902e+00	5.021072242e-01	1.069898934e+00	2.230355360e+00	-9.115386556e-01	-1.652127282e+04	-1.482743557e+01

2	4.896550703e-01	4.692531152e-01	1.138018181e+00	4.004918515e-01	1.791208473e+00	3.029452541e-01	4.537839498e-01	2.241264984e+00	-2.018535486e-01	1.173426789e+00	6.070227461e-01	-2.225234398e-01	-1.773865206e+05	-1.131808465e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

4	1.768472226e-01	1.073838322e-01	7.746668036e-01	4.404612207e-01	1.958672372e+00	6.113623099e-01	2.140591528e+00	1.609782128e+00	2.418044129e-01	5.173130957e+00	1.438672365e+00	-2.806960790e-01	-2.115416557e+04	-1.673691643e+01

5	4.379052739e-01	9.624947157e-03	6.760820757e+00	1.828857468e+00	9.198913783e-01	1.345265100e+00	7.629208507e-01	6.495466716e-01	1.845271192e+00	2.298975324e+00	6.557761888e-01	-2.739834038e-01	-4.352180732e+04	-1.712033050e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	4.021865548e-01	3.494231141e-01	2.734463590e+00	7.458246414e-01	7.890397150e-01	7.621751700e-01	1.138131316e+00	1.417310826e+00	5.257949241e-01	1.060126617e+00	5.693988054e-01	-2.927827733e-01	-1.235769955e+05	-1.158981706e+01

8	7.505582293e-01	4.705462290e-01	1.972573685e+00	3.122423847e-01	9.750404957e-01	-2.307748788e+00	1.122039378e+00	2.830569248e+00	9.574745037e-01	1.867532057e+00	4.539170504e-01	1.697400908e+00	-3.746301190e+05	-1.736206769e+01

9	5.852721075e-01	3.297041395e-01	5.556320690e-01	3.032770860e-01	1.035678321e+00	4.558433607e-01	1.464944748e+00	1.226604797e+00	1.212142108e-02	5.311801044e-01	2.103669180e+00	-2.051326899e+00	-2.158323653e+05	-1.310571209e+01

10	1.079708985e+00	1.806956481e-01	3.078344381e-01	2.365439511e+00	4.287687797e+00	5.836895915e-01	2.595654423e-01	9.260402375e-01	-3.956048994e-01	1.251149653e-01	4.884190061e-01	-1.572055225e+00	-5.808304164e+05	-1.373961259e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.397620369e-02	4.638664890e-01	9.204478497e-01	7.195464383e-01	6.828604709e-01	6.269981969e-01	1.101638883e-01	2.123466328e-01	-4.859622498e-01	9.361680856e-02	7.610624967e-01	1.978797763e-01	-2.879897078e+04	-7.519264170e+00

13	8.653823164e-02	6.349166330e-01	1.406311663e+00	7.992176846e-01	6.305344707e-01	6.025156748e-01	1.256913235e+00	5.696719837e-01	4.436417390e-02	1.275582443e+00	2.480230546e+00	-6.666208768e-01	-2.570891543e+04	-1.189984414e+01

14	1.420883070e+00	7.097136863e-01	4.968259500e+00	1.976279417e+00	8.843884343e-01	-4.248487899e-01	6.124388935e-01	5.233645450e+00	-1.027827740e+00	7.639159064e-01	1.318176246e+00	5.423630954e-01	-1.262795585e+06	-1.835406821e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	3.957621503e-01	1.076535346e+00	3.789738785e-01	7.435572731e-01	6.014137921e-01	-6.435008466e-01	1.156804387e+00	5.699792905e-01	1.201252444e-01	7.208663403e-01	1.596857941e+00	-8.919025654e-01	-2.786721132e+05	-1.080290505e+01

17	1.245776386e-01	9.219286754e-01	1.312925690e+00	6.368351030e-01	1.300918394e+00	4.792928063e-01	9.138036108e-01	1.093416352e+00	-6.300024559e-01	1.684237182e+00	1.523769180e+00	-6.723717260e-01	-4.087960032e+04	-1.254943436e+01

18	1.041307512e+00	4.035954577e-01	1.618607866e+00	4.534452756e-01	3.237309204e+00	-9.986620457e-01	1.858201236e-02	2.771315880e-01	6.017541533e-02	8.971468990e-01	2.637162119e+00	1.691695556e+00	-6.406703484e+05	-1.458977947e+01

19	2.890293841e-01	9.421016133e-01	8.923827132e-01	5.511180229e-01	7.907952977e-01	8.375567431e-01	6.564042939e-01	1.038576923e+00	-1.073580379e-01	3.590468666e+00	7.948519094e-01	7.006399235e-02	-1.525568457e+05	-1.260782914e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.223929646e+00	1.430775085e+00	1.137624891e+00	1.003828085e+00	3.885760095e+00	2.167383573e-01	5.794035038e-01	2.583351722e+00	5.143447921e-01	1.092045757e+00	3.059194336e-01	2.073485000e-01	-1.282948623e+06	-1.543155625e+01

22	1.014921115e+00	1.931238111e+00	1.247878861e+00	9.659284886e-01	2.351107914e+00	-9.355594045e-01	2.037154103e-01	8.311531115e-01	-7.584837519e-01	5.148958838e-01	2.117370100e-01	2.275981887e-01	-1.609796361e+06	-1.287822531e+01

23	8.387922773e-01	5.801570026e-01	4.694794926e-01	6.175311159e-01	4.634474899e-01	-2.633960138e+00	1.487351639e+00	3.641083824e+00	-8.516474976e-01	1.315782683e+00	2.532798084e-01	6.572355203e-01	-5.503995327e+05	-1.646472061e+01

24	8.191312552e-01	7.020660471e-01	7.275214880e+00	8.496860954e-01	4.649584562e-01	1.241691169e+00	2.881194586e-01	1.109906621e+00	-2.437946158e-01	1.671360633e+00	5.567835803e-01	-6.818034124e-01	-5.533818689e+05	-1.476386003e+01
0	4.630505781e-01	8.663749325e-01	2.550700230e+00	6.780102562e-01	1.895145437e+00	6.162648824e-01	1.105408374e+00	1.794232308e+00	8.323104385e-01	4.992647715e-01	1.573656708e+00	-1.541206572e+00	-1.831106035e+05	-1.501452777e+01

1	1.138237958e-01	4.669417599e-01	2.213086293e+00	5.135095512e-01	2.649043018e+00	1.144522791e-01	1.212236889e+00	2.075493902e+00	5.021072242e-01	1.069898934e+00	2.230355360e+00	-9.115386556e-01	-1.652127282e+04	-1.482743557e+01

2	4.896550703e-01	4.692531152e-01	1.138018181e+00	4.004918515e-01	1.791208473e+00	3.029452541e-01	4.537839498e-01	2.241264984e+00	-2.018535486e-01	1.173426789e+00	6.070227461e-01	-2.225234398e-01	-1.773865206e+05	-1.131808465e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

