walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p

18	1.431706756e+00	7.755850149e-01	1.665167853e+00	2.061062440e-01	2.272320755e-01	-6.077706964e-01	1.233651211e+00	9.229802513e-01	3.335970728e-01	3.950811002e-01	7.537068460e-01	-3.709020833e-01	-1.285214580e+06	-1.067332724e+01

19	4.562803261e+00	1.705486140e-01	1.909688801e+00	2.132170624e-01	3.884274740e+00	-7.932206845e-01	2.779881634e-01	7.431917012e-01	6.580096725e-01	3.005560243e+00	6.184578694e-01	1.159463574e+00	-8.624449918e+06	-1.825623164e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	5.202984210e-01	3.465477671e-01	1.012537049e+00	4.594505128e-01	7.850346502e+00	1.145344818e-01	1.453486033e-01	4.815584213e+00	4.450533585e-03	3.193345781e+00	8.824710025e-01	-6.151997221e-01	-1.854563426e+05	-1.839339963e+01

22	1.600744644e+00	1.588368732e+00	2.386364398e+00	3.094577297e+00	2.232008345e+00	4.599015690e-01	3.646781454e-01	8.073684127e-01	-2.066732421e+00	1.691293864e+00	1.799660166e+00	1.414595689e+00	-1.841418447e+06	-2.070692645e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.159942740e+00	1.066490979e+00	1.080133039e+00	1.121875149e-01	4.847800931e-01	1.068617525e+00	6.579118649e-01	3.900782730e+00	-1.135121506e+00	2.099955102e+00	3.084667718e+00	-1.554453724e+00	-9.585448403e+05	-1.780346674e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	1.279882639e+00	5.936107256e-01	4.536629700e-01	3.502364191e-01	1.271353037e+00	6.581380935e-01	5.458627915e-01	1.079319634e+00	2.357303764e-02	6.560671482e-01	1.288918976e+00	-2.999150085e-01	-9.867661837e+05	-1.066675382e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

4	2.562616146e-02	1.057692117e+00	7.399540973e-01	2.529194309e+00	7.361855228e+00	1.718251807e-01	4.081902063e-01	9.450104265e-01	1.010199399e-01	9.008632969e-01	6.554148525e+00	3.204537406e-01	-4.559886937e+03	-1.908019069e+01

5	4.583155848e-01	7.760269958e-01	2.519884953e+00	1.188529959e+00	1.108652015e+00	-1.363428700e+00	9.242566448e-01	4.377144887e-01	5.889145936e-02	7.827274014e-01	1.835596171e+00	4.103130104e-01	-2.323689662e+05	-1.306653585e+01

6	2.976220523e+00	3.886935468e-01	4.074250173e+00	5.287951948e-01	8.661869729e-01	-2.342353508e-01	1.132251107e+00	1.160042506e+00	1.351769286e+00	7.723832483e-01	8.463972746e-01	1.134864882e+00	-4.016751264e+06	-1.563580436e+01

7	5.937971013e-01	1.564738541e-01	7.656891253e+00	1.557385812e-01	1.367008218e+00	9.094642513e-01	1.121641743e+00	1.254205948e-01	-5.358054534e-01	1.229346230e+00	5.785760184e-01	-2.936587312e-01	-1.087051653e+05	-1.429207934e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	1.930051718e-01	1.402893909e+00	1.506047480e+00	4.924445106e-01	2.273334875e-01	6.311159675e-01	9.320402886e-01	6.177467734e-01	6.382393733e-01	3.551621179e-01	6.023117817e-01	5.871821966e-01	-1.649523586e+05	-9.758811189e+00

11	6.966779017e-01	6.943715848e-01	4.645638118e-01	3.990032525e-01	2.273828924e+00	7.451015993e-02	8.543114292e-01	9.300683636e-01	-2.928762188e-01	8.394783092e-01	3.167603899e-01	-7.735785687e-01	-4.086292936e+05	-1.078014390e+01

12	1.160483096e-02	3.232779564e+00	2.595415417e-01	2.710444806e+00	1.958447357e+00	-2.532260034e-02	1.894660012e+00	1.005661257e-01	2.205166803e-01	1.626621157e+00	2.249297654e+00	-1.567110126e+00	-8.089373111e+03	-1.934295765e+01

13	8.376059505e-01	1.800797747e+00	7.776420305e-01	1.041787092e+00	2.505496162e-01	1.459059757e+00	6.252417828e-02	6.326258526e-01	1.991417038e-01	2.101555923e+00	2.032709432e+00	2.169943112e-01	-1.231897919e+06	-1.366087979e+01

14	7.351402853e-01	2.512665851e-01	3.692356681e-01	4.377703773e-01	4.756297265e-01	5.998422886e-01	2.544415134e-02	5.338291627e-01	1.535650354e-01	1.018044849e-01	1.516899404e+00	5.019568586e-01	-2.645239132e+05	-7.772563817e+00

15	5.565615657e-01	8.921656239e-03	4.045101434e-01	8.530608051e-01	4.590649321e-01	-6.964756825e-02	4.971931848e-01	4.646606667e+00	-6.216880036e-01	3.837213191e+00	7.768131766e+00	-1.583086265e+00	-1.555711178e+05	-1.991105586e+01

16	8.327874909e-01	2.750409410e-01	5.598199355e-01	7.880729002e-01	1.418799385e+00	1.290001141e+00	3.966295232e-01	1.433302891e+00	3.556594411e-02	1.684598391e-01	3.167737402e-01	-2.341138803e-01	-3.574095065e+05	-1.007278437e+01

17	5.811156477e-01	2.416865485e-01	9.524779712e+00	1.032448953e+00	1.808246838e-01	-2.130119091e+00	2.044207016e+00	9.992653264e-01	-1.346660390e+00	1.817871045e+00	2.484960950e-01	8.035874747e-02	-1.701442773e+05	-1.966569058e+01

18	1.431706756e+00	7.755850149e-01	1.665167853e+00	2.061062440e-01	2.272320755e-01	-6.077706964e-01	1.233651211e+00	9.229802513e-01	3.335970728e-01	3.950811002e-01	7.537068460e-01	-3.709020833e-01	-1.285214580e+06	-1.067332724e+01

19	2.783146926e+00	1.271766251e+00	1.250115981e+00	1.100047529e+00	3.065290273e+00	-4.446010335e-01	8.617627674e-01	5.349864108e-01	4.697587850e-01	2.393365127e+00	1.228910507e+00	1.206249719e-01	-4.695540429e+06	-1.696408632e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	4.173304108e-01	1.113639695e+00	7.925670535e-01	1.045595700e+00	6.040635562e+00	9.965980749e-02	6.203379078e-01	3.428700116e+00	6.190095615e-02	2.680505132e+00	1.257357003e+00	-8.522720362e-01	-1.767338396e+05	-1.844536009e+01

22	1.355006180e+00	1.555991791e+00	2.232694112e+00	2.640342600e+00	1.882067373e+00	4.897891754e-01	4.637182762e-01	7.742675931e-01	-1.594545893e+00	1.458055421e+00	1.590648088e+00	1.270160355e+00	-1.408946181e+06	-1.819663128e+01

23	3.477810394e-01	9.649718092e-02	5.919825651e-01	1.372341434e-02	3.908873870e-01	4.386054833e-01	1.474982126e-01	1.388792539e+00	7.863999827e-01	7.619784897e-01	1.420521181e+00	-7.514431911e-01	-6.181363629e+04	-8.774872801e+00

24	1.125911149e+00	1.006842504e+00	1.042026908e+00	1.539738647e-01	4.833297200e-01	1.004417689e+00	6.488470936e-01	3.942848304e+00	-1.106163097e+00	2.197939029e+00	3.348822020e+00	-1.556068642e+00	-8.947293051e+05	-1.792525530e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	1.279882639e+00	5.936107256e-01	4.536629700e-01	3.502364191e-01	1.271353037e+00	6.581380935e-01	5.458627915e-01	1.079319634e+00	2.357303764e-02	6.560671482e-01	1.288918976e+00	-2.999150085e-01	-9.867661837e+05	-1.066675382e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

4	2.562616146e-02	1.057692117e+00	7.399540973e-01	2.529194309e+00	7.361855228e+00	1.718251807e-01	4.081902063e-01	9.450104265e-01	1.010199399e-01	9.008632969e-01	6.554148525e+00	3.204537406e-01	-4.559886937e+03	-1.908019069e+01

5	4.583155848e-01	7.760269958e-01	2.519884953e+00	1.188529959e+00	1.108652015e+00	-1.363428700e+00	9.242566448e-01	4.377144887e-01	5.889145936e-02	7.827274014e-01	1.835596171e+00	4.103130104e-01	-2.323689662e+05	-1.306653585e+01

6	2.290784196e+00	4.806079641e-01	2.988852542e+00	4.897680183e-01	1.289451237e+00	-1.413985743e-01	1.048677345e+00	1.090891515e+00	8.572403555e-01	7.925580814e-01	6.871406072e-01	5.610144713e-01	-2.604968272e+06	-1.347905319e+01

7	5.937971013e-01	1.564738541e-01	7.656891253e+00	1.557385812e-01	1.367008218e+00	9.094642513e-01	1.121641743e+00	1.254205948e-01	-5.358054534e-01	1.229346230e+00	5.785760184e-01	-2.936587312e-01	-1.087051653e+05	-1.429207934e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	1.930051718e-01	1.402893909e+00	1.506047480e+00	4.924445106e-01	2.273334875e-01	6.311159675e-01	9.320402886e-01	6.177467734e-01	6.382393733e-01	3.551621179e-01	6.023117817e-01	5.871821966e-01	-1.649523586e+05	-9.758811189e+00

11	6.966779017e-01	6.943715848e-01	4.645638118e-01	3.990032525e-01	2.273828924e+00	7.451015993e-02	8.543114292e-01	9.300683636e-01	-2.928762188e-01	8.394783092e-01	3.167603899e-01	-7.735785687e-01	-4.086292936e+05	-1.078014390e+01

12	1.160483096e-02	3.232779564e+00	2.595415417e-01	2.710444806e+00	1.958447357e+00	-2.532260034e-02	1.894660012e+00	1.005661257e-01	2.205166803e-01	1.626621157e+00	2.249297654e+00	-1.567110126e+00	-8.089373111e+03	-1.934295765e+01

13	7.334753738e-01	1.519456645e+00	1.255958320e+00	1.082073956e+00	4.861335007e-01	6.841722899e-01	2.991046634e-01	5.791147841e-01	1.606373278e-01	1.739484047e+00	1.978593854e+00	2.700681287e-01	-7.657981545e+05	-1.250984938e+01

14	7.351402853e-01	2.512665851e-01	3.692356681e-01	4.377703773e-01	4.756297265e-01	5.998422886e-01	2.544415134e-02	5.338291627e-01	1.535650354e-01	1.018044849e-01	1.516899404e+00	5.019568586e-01	-2.645239132e+05	-7.772563817e+00

15	5.565615657e-01	8.921656239e-03	4.045101434e-01	8.530608051e-01	4.590649321e-01	-6.964756825e-02	4.971931848e-01	4.646606667e+00	-6.216880036e-01	3.837213191e+00	7.768131766e+00	-1.583086265e+00	-1.555711178e+05	-1.991105586e+01

16	7.968811851e-01	2.662987626e-01	4.897393127e-01	6.592615387e-01	1.071982106e+00	1.036219636e+00	2.601392327e-01	1.102553245e+00	7.895593593e-02	1.439496904e-01	7.580775007e-01	3.655009674e-02	-3.430477838e+05	-8.968275842e+00

17	5.258638332e-01	2.113436629e-01	7.148221653e+00	1.294428110e+00	2.242771875e-01	-1.680999246e+00	2.359548619e+00	7.954840185e-01	-1.324346183e+00	1.705667161e+00	3.624843172e-01	3.025497103e-01	-1.324783230e+05	-1.745847440e+01

18	1.431706756e+00	7.755850149e-01	1.665167853e+00	2.061062440e-01	2.272320755e-01	-6.077706964e-01	1.233651211e+00	9.229802513e-01	3.335970728e-01	3.950811002e-01	7.537068460e-01	-3.709020833e-01	-1.285214580e+06	-1.067332724e+01

19	2.783146926e+00	1.271766251e+00	1.250115981e+00	1.100047529e+00	3.065290273e+00	-4.446010335e-01	8.617627674e-01	5.349864108e-01	4.697587850e-01	2.393365127e+00	1.228910507e+00	1.206249719e-01	-4.695540429e+06	-1.696408632e+01

20	1.667557632e+00	6.765608765e-01	1.723619303e+00	2.970638826e-01	5.984409814e-02	3.515013005e-01	1.023435359e+00	3.639417370e-01	-1.364777347e+00	7.597460449e-01	7.822146884e-01	1.240156231e+00	-1.373050015e+06	-1.367856131e+01

21	4.173304108e-01	1.113639695e+00	7.925670535e-01	1.045595700e+00	6.040635562e+00	9.965980749e-02	6.203379078e-01	3.428700116e+00	6.190095615e-02	2.680505132e+00	1.257357003e+00	-8.522720362e-01	-1.767338396e+05	-1.844536009e+01

22	1.324894232e+00	1.483812334e+00	2.076194387e+00	2.313537577e+00	1.698219143e+00	5.574312677e-01	4.880513635e-01	1.190741657e+00	-1.530353504e+00	1.555304746e+00	1.821740148e+00	8.986845477e-01	-1.290972095e+06	-1.779170885e+01

23	2.998329370e-01	7.542319490e-02	5.508696718e-01	3.429522286e-03	4.029143449e-01	4.417700191e-01	1.156750054e-01	1.426025849e+00	8.645532637e-01	7.620595954e-01	1.443711156e+00	-8.237989319e-01	-4.563285587e+04	-8.823415271e+00

24	1.125911149e+00	1.006842504e+00	1.042026908e+00	1.539738647e-01	4.833297200e-01	1.004417689e+00	6.488470936e-01	3.942848304e+00	-1.106163097e+00	2.197939029e+00	3.348822020e+00	-1.556068642e+00	-8.947293051e+05	-1.792525530e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	1.067711671e+00	1.035118891e+00	4.211882778e-01	7.450771202e-01	1.386297465e+00	5.438015371e-01	7.715039013e-01	9.155833628e-01	5.651985978e-02	8.184317204e-01	1.449581311e+00	-5.119048528e-01	-8.325305099e+05	-1.178106574e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

4	2.562616146e-02	1.057692117e+00	7.399540973e-01	2.529194309e+00	7.361855228e+00	1.718251807e-01	4.081902063e-01	9.450104265e-01	1.010199399e-01	9.008632969e-01	6.554148525e+00	3.204537406e-01	-4.559886937e+03	-1.908019069e+01

5	3.291009443e-01	9.196037002e-01	2.594868732e+00	1.774729666e+00	1.447987734e+00	-2.344210874e+00	1.244526382e+00	2.513279904e-01	7.878230679e-02	1.098147840e+00	2.576008640e+00	1.260490273e+00	-1.936452245e+05	-1.786452402e+01

6	2.290784196e+00	4.806079641e-01	2.988852542e+00	4.897680183e-01	1.289451237e+00	-1.413985743e-01	1.048677345e+00	1.090891515e+00	8.572403555e-01	7.925580814e-01	6.871406072e-01	5.610144713e-01	-2.604968272e+06	-1.347905319e+01

7	5.871730806e-01	1.335360039e-01	7.997663392e+00	1.587762423e-01	1.424077736e+00	9.395829016e-01	1.172503756e+00	8.306714165e-02	-5.718557844e-01	1.295731631e+00	5.854793389e-01	-2.379669920e-01	-8.334939392e+04	-1.519547197e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.904431307e-01	1.369740711e-01	1.323342141e+00	1.936531938e+00	3.307780988e-01	-5.802186576e-01	3.132442357e+00	2.960215460e-01	-1.269654663e+00	1.430658477e+00	6.418663660e-01	8.471337493e-01	-6.107784435e+04	-1.387808221e+01

10	1.930051718e-01	1.402893909e+00	1.506047480e+00	4.924445106e-01	2.273334875e-01	6.311159675e-01	9.320402886e-01	6.177467734e-01	6.382393733e-01	3.551621179e-01	6.023117817e-01	5.871821966e-01	-1.649523586e+05	-9.758811189e+00

11	6.966779017e-01	6.943715848e-01	4.645638118e-01	3.990032525e-01	2.273828924e+00	7.451015993e-02	8.543114292e-01	9.300683636e-01	-2.928762188e-01	8.394783092e-01	3.167603899e-01	-7.735785687e-01	-4.086292936e+05	-1.078014390e+01

12	1.160483096e-02	3.232779564e+00	2.595415417e-01	2.710444806e+00	1.958447357e+00	-2.532260034e-02	1.894660012e+00	1.005661257e-01	2.205166803e-01	1.626621157e+00	2.249297654e+00	-1.567110126e+00	-8.089373111e+03	-1.934295765e+01

13	7.334753738e-01	1.519456645e+00	1.255958320e+00	1.082073956e+00	4.861335007e-01	6.841722899e-01	2.991046634e-01	5.791147841e-01	1.606373278e-01	1.739484047e+00	1.978593854e+00	2.700681287e-01	-7.657981545e+05	-1.250984938e+01

14	7.351402853e-01	2.512665851e-01	3.692356681e-01	4.377703773e-01	4.756297265e-01	5.998422886e-01	2.544415134e-02	5.338291627e-01	1.535650354e-01	1.018044849e-01	1.516899404e+00	5.019568586e-01	-2.645239132e+05	-7.772563817e+00

15	5.565615657e-01	8.921656239e-03	4.045101434e-01	8.530608051e-01	4.590649321e-01	-6.964756825e-02	4.971931848e-01	4.646606667e+00	-6.216880036e-01	3.837213191e+00	7.768131766e+00	-1.583086265e+00	-1.555711178e+05	-1.991105586e+01

16	7.968811851e-01	2.662987626e-01	4.897393127e-01	6.592615387e-01	1.071982106e+00	1.036219636e+00	2.601392327e-01	1.102553245e+00	7.895593593e-02	1.439496904e-01	7.580775007e-01	3.655009674e-02	-3.430477838e+05	-8.968275842e+00

17	5.258638332e-01	2.113436629e-01	7.148221653e+00	1.294428110e+00	2.242771875e-01	-1.680999246e+00	2.359548619e+00	7.954840185e-01	-1.324346183e+00	1.705667161e+00	3.624843172e-01	3.025497103e-01	-1.324783230e+05	-1.745847440e+01

18	1.085363069e+00	5.598506691e-01	3.761581065e+00	6.222196768e-01	2.261022915e-01	-1.018113289e+00	1.664131431e+00	8.742328203e-01	-3.003077313e-01	8.961759340e-01	6.041252245e-01	-1.134117706e-01	-7.185153039e+05	-1.271715066e+01

19	2.783146926e+00	1.271766251e+00	1.250115981e+00	1.100047529e+00	3.065290273e+00	-4.446010335e-01	8.617627674e-01	5.349864108e-01	4.697587850e-01	2.393365127e+00	1.228910507e+00	1.206249719e-01	-4.695540429e+06	-1.696408632e+01

20	1.375940385e+00	5.299876784e-01	3.417108411e+00	2.597373020e-01	4.280778518e-01	5.102362045e-01	1.063671880e+00	2.881281053e-01	-1.150752069e+00	9.044191997e-01	7.291119102e-01	8.411814162e-01	-8.396907839e+05	-1.206511795e+01

21	4.173304108e-01	1.113639695e+00	7.925670535e-01	1.045595700e+00	6.040635562e+00	9.965980749e-02	6.203379078e-01	3.428700116e+00	6.190095615e-02	2.680505132e+00	1.257357003e+00	-8.522720362e-01	-1.767338396e+05	-1.844536009e+01

22	1.324894232e+00	1.483812334e+00	2.076194387e+00	2.313537577e+00	1.698219143e+00	5.574312677e-01	4.880513635e-01	1.190741657e+00	-1.530353504e+00	1.555304746e+00	1.821740148e+00	8.986845477e-01	-1.290972095e+06	-1.779170885e+01

23	2.998329370e-01	7.542319490e-02	5.508696718e-01	3.429522286e-03	4.029143449e-01	4.417700191e-01	1.156750054e-01	1.426025849e+00	8.645532637e-01	7.620595954e-01	1.443711156e+00	-8.237989319e-01	-4.563285587e+04	-8.823415271e+00

24	1.125911149e+00	1.006842504e+00	1.042026908e+00	1.539738647e-01	4.833297200e-01	1.004417689e+00	6.488470936e-01	3.942848304e+00	-1.106163097e+00	2.197939029e+00	3.348822020e+00	-1.556068642e+00	-8.947293051e+05	-1.792525530e+01
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	8.359267587e-01	8.557301172e-01	3.414908779e-01	1.494083313e+00	1.191571230e+00	2.834876156e-02	1.089428489e+00	9.675073538e-01	8.649315182e-02	7.352612120e-01	1.464904322e+00	-5.124900505e-01	-5.234086885e+05	-1.204080674e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

