walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p
5	3.635084464e-01	3.640606731e-02	5.135082405e+00	1.396908910e+00	7.311231457e-01	1.150477679e+00	1.439372533e+00	9.163026169e-01	1.703720532e+00	2.229330218e+00	8.731420720e-01	-1.839918213e-01	-5.418318125e+04	-1.609652761e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	2.426808450e-01	4.865161323e-01	1.234752782e+00	4.541065716e-01	8.644602001e-01	5.668963747e-01	5.864813184e-01	1.517520352e+00	-3.898168361e-01	2.271736350e-01	9.861361913e-01	-3.297658253e-01	-6.565211411e+04	-9.427069621e+00

8	8.190159928e-01	4.957995013e-02	2.434517625e+00	1.121896151e-02	1.093489395e+00	-3.463627885e+00	9.301093147e-01	3.843926960e+00	1.208761796e+00	2.673079546e+00	2.462893820e-01	2.610259217e+00	-2.321011421e+05	-2.400347897e+01

9	8.015569082e-01	2.052788183e-01	1.699359970e-01	7.362035876e-02	1.419584584e+00	3.281157989e-01	1.545326742e+00	1.504838850e+00	4.865682068e-02	1.777181437e-01	1.870864200e+00	-2.646974056e+00	-3.742431464e+05	-1.427399370e+01

10	7.775798248e-01	6.530117180e-01	3.527034917e-01	1.801099611e+00	3.042774456e+00	6.277253335e-01	2.692915490e-01	7.957765493e-01	-1.004611637e+00	8.391111291e-01	3.807655319e-01	-1.214650183e+00	-4.525103214e+05	-1.309796129e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.031869716e-02	5.775317422e-01	9.570480672e-01	6.426503614e-01	2.177859552e+00	1.541624145e-01	3.934253226e-01	2.691866129e-01	4.683500552e-02	2.449706668e-01	7.934505208e-01	-2.331346802e-02	-2.526916722e+04	-9.005493406e+00

13	8.794595931e-02	6.158082280e-01	1.442503182e+00	8.313506962e-01	1.529227010e-01	7.495406344e-01	1.280114065e+00	5.868322862e-01	-7.188822498e-02	1.343931971e+00	2.638981895e+00	-6.816934091e-01	-3.373207475e+04	-1.251118098e+01

14	1.473300340e+00	5.519920692e-01	5.448630124e+00	2.106734592e+00	6.950075562e-01	-3.589065113e-01	6.652127287e-01	5.802089435e+00	-1.062605080e+00	7.960690422e-01	1.461038216e+00	5.830051235e-01	-1.310556412e+06	-1.900076237e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	7.597183976e-01	1.986859246e+00	1.368363656e-01	1.068911564e+00	3.487783761e-01	-7.473660989e-01	1.930619421e+00	2.403357237e-01	6.218653692e-01	7.078726643e-02	1.026640653e+00	3.132512029e-01	-1.646970575e+06	-1.162439144e+01

17	1.589940160e-01	1.620041904e+00	4.445693672e-01	6.456578350e-01	4.939118266e-01	7.178850685e-01	2.892049912e-01	5.290718431e-01	-2.251505268e+00	2.300962392e+00	1.603534692e-01	-4.828913340e-01	-1.295832557e+05	-1.321794794e+01

18	3.483504136e-01	5.578437019e-01	1.490605021e+00	7.281283095e-01	9.954026414e-01	2.720305401e-01	9.355348602e-01	5.022395721e-01	-3.581590793e-02	1.221895559e+00	2.638484835e+00	-3.341778212e-02	-1.218624791e+05	-1.174233290e+01

19	5.389149941e-01	1.415365934e+00	1.540157565e+00	5.591274996e-01	1.671760904e+00	6.909132026e-01	7.413391644e-01	1.323884664e+00	6.206359534e-01	3.112674438e+00	7.489492019e-01	-6.693429905e-01	-3.675234316e+05	-1.469675214e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.365436978e+00	1.130219086e+00	1.052924544e+00	1.043007963e+00	4.906683035e+00	1.002342830e+00	8.398384158e-01	3.789924770e+00	1.358903857e+00	1.474713083e+00	3.066000356e-01	1.553033704e-01	-1.391775236e+06	-1.856482492e+01

22	9.346250037e-01	2.114735405e+00	1.292538961e+00	9.482711365e-01	1.765677226e+00	-1.379493700e+00	5.799246668e-02	1.533582322e-01	-1.243534525e+00	2.950211326e-01	1.900058052e-01	2.441594727e-01	-2.728313310e+06	-1.325273910e+01

23	8.493079760e-01	6.075044153e-01	1.600155857e-02	7.322680419e-01	3.186295621e-01	-2.568588647e+00	1.590750566e+00	3.837369718e+00	-1.458727243e+00	1.075867375e+00	1.991322114e-01	2.074960361e-01	-7.670318322e+05	-1.678693511e+01

24	9.039760380e-01	7.131910035e-01	6.786164853e+00	8.271384860e-01	8.810548617e-01	1.157489520e+00	3.170378542e-01	1.541454685e+00	-1.736284075e-01	1.293932829e+00	3.139061645e-01	-3.293866933e-01	-6.211428648e+05	-1.461750742e+01
0	8.062171391e-01	1.147743260e+00	2.746915088e+00	7.813735054e-01	1.427726361e+00	9.428037740e-01	1.031500585e+00	1.539117280e+00	1.053971670e+00	7.624589718e-02	1.047537403e+00	-1.934073858e+00	-5.432958731e+05	-1.533790518e+01

1	1.641510505e-01	2.892061257e-02	3.580860386e+00	4.000869235e-01	1.054422131e+00	7.969430208e-01	1.167630669e+00	4.258345829e+00	-2.556114536e-02	1.212132051e+00	3.052130652e+00	-1.241573278e+00	-1.697913528e+04	-1.645481789e+01

2	6.346050246e-01	9.210899332e-02	1.449107017e+00	3.759354516e-01	2.708805743e+00	-7.934056848e-02	1.778061275e-01	3.134629144e+00	-1.869102616e-01	1.990809989e-02	5.396776693e-01	-2.973506141e-01	-2.248803539e+05	-1.113116297e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

4	1.768472226e-01	1.073838322e-01	7.746668036e-01	4.404612207e-01	1.958672372e+00	6.113623099e-01	2.140591528e+00	1.609782128e+00	2.418044129e-01	5.173130957e+00	1.438672365e+00	-2.806960790e-01	-2.115416557e+04	-1.673691643e+01

5	3.635084464e-01	3.640606731e-02	5.135082405e+00	1.396908910e+00	7.311231457e-01	1.150477679e+00	1.439372533e+00	9.163026169e-01	1.703720532e+00	2.229330218e+00	8.731420720e-01	-1.839918213e-01	-5.418318125e+04	-1.609652761e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	2.426808450e-01	4.865161323e-01	1.234752782e+00	4.541065716e-01	8.644602001e-01	5.668963747e-01	5.864813184e-01	1.517520352e+00	-3.898168361e-01	2.271736350e-01	9.861361913e-01	-3.297658253e-01	-6.565211411e+04	-9.427069621e+00

8	8.190159928e-01	4.957995013e-02	2.434517625e+00	1.121896151e-02	1.093489395e+00	-3.463627885e+00	9.301093147e-01	3.843926960e+00	1.208761796e+00	2.673079546e+00	2.462893820e-01	2.610259217e+00	-2.321011421e+05	-2.400347897e+01

9	8.015569082e-01	2.052788183e-01	1.699359970e-01	7.362035876e-02	1.419584584e+00	3.281157989e-01	1.545326742e+00	1.504838850e+00	4.865682068e-02	1.777181437e-01	1.870864200e+00	-2.646974056e+00	-3.742431464e+05	-1.427399370e+01

10	7.775798248e-01	6.530117180e-01	3.527034917e-01	1.801099611e+00	3.042774456e+00	6.277253335e-01	2.692915490e-01	7.957765493e-01	-1.004611637e+00	8.391111291e-01	3.807655319e-01	-1.214650183e+00	-4.525103214e+05	-1.309796129e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.031869716e-02	5.775317422e-01	9.570480672e-01	6.426503614e-01	2.177859552e+00	1.541624145e-01	3.934253226e-01	2.691866129e-01	4.683500552e-02	2.449706668e-01	7.934505208e-01	-2.331346802e-02	-2.526916722e+04	-9.005493406e+00

13	8.794595931e-02	6.158082280e-01	1.442503182e+00	8.313506962e-01	1.529227010e-01	7.495406344e-01	1.280114065e+00	5.868322862e-01	-7.188822498e-02	1.343931971e+00	2.638981895e+00	-6.816934091e-01	-3.373207475e+04	-1.251118098e+01

14	1.473300340e+00	5.519920692e-01	5.448630124e+00	2.106734592e+00	6.950075562e-01	-3.589065113e-01	6.652127287e-01	5.802089435e+00	-1.062605080e+00	7.960690422e-01	1.461038216e+00	5.830051235e-01	-1.310556412e+06	-1.900076237e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	8.150287534e-01	1.498517391e+00	2.686280013e+00	9.762124532e-01	5.528604736e-01	-1.701835521e-02	1.311950140e+00	7.392025606e-01	3.168621558e-01	5.397580341e-01	7.533684846e-01	6.685502841e-02	-9.604251861e+05	-1.187677961e+01

17	1.589940160e-01	1.620041904e+00	4.445693672e-01	6.456578350e-01	4.939118266e-01	7.178850685e-01	2.892049912e-01	5.290718431e-01	-2.251505268e+00	2.300962392e+00	1.603534692e-01	-4.828913340e-01	-1.295832557e+05	-1.321794794e+01

18	3.483504136e-01	5.578437019e-01	1.490605021e+00	7.281283095e-01	9.954026414e-01	2.720305401e-01	9.355348602e-01	5.022395721e-01	-3.581590793e-02	1.221895559e+00	2.638484835e+00	-3.341778212e-02	-1.218624791e+05	-1.174233290e+01

19	5.389149941e-01	1.415365934e+00	1.540157565e+00	5.591274996e-01	1.671760904e+00	6.909132026e-01	7.413391644e-01	1.323884664e+00	6.206359534e-01	3.112674438e+00	7.489492019e-01	-6.693429905e-01	-3.675234316e+05	-1.469675214e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.305558206e+00	1.154530214e+00	1.022730360e+00	1.023286486e+00	4.687666200e+00	9.882244827e-01	8.125091063e-01	3.628080510e+00	1.179710252e+00	1.515721896e+00	2.993414540e-01	1.236281763e-01	-1.301480253e+06	-1.804689417e+01

22	9.346250037e-01	2.114735405e+00	1.292538961e+00	9.482711365e-01	1.765677226e+00	-1.379493700e+00	5.799246668e-02	1.533582322e-01	-1.243534525e+00	2.950211326e-01	1.900058052e-01	2.441594727e-01	-2.728313310e+06	-1.325273910e+01

23	8.416221399e-01	4.659449809e-01	6.296397621e-01	5.493198000e-01	5.152309418e-01	-2.795682557e+00	1.423129306e+00	3.839033455e+00	-7.819183499e-01	1.481120175e+00	2.110971687e-01	8.171373372e-01	-4.736894899e+05	-1.721360872e+01

24	6.446724520e-01	6.243084476e-01	4.609374408e+00	6.808671776e-01	8.745478504e-01	9.259092487e-01	4.226906054e-01	1.532069681e+00	-2.583990748e-01	8.756408361e-01	5.774974599e-01	-3.295353566e-01	-3.303488624e+05	-1.243853132e+01
0	8.062171391e-01	1.147743260e+00	2.746915088e+00	7.813735054e-01	1.427726361e+00	9.428037740e-01	1.031500585e+00	1.539117280e+00	1.053971670e+00	7.624589718e-02	1.047537403e+00	-1.934073858e+00	-5.432958731e+05	-1.533790518e+01

1	1.641510505e-01	2.892061257e-02	3.580860386e+00	4.000869235e-01	1.054422131e+00	7.969430208e-01	1.167630669e+00	4.258345829e+00	-2.556114536e-02	1.212132051e+00	3.052130652e+00	-1.241573278e+00	-1.697913528e+04	-1.645481789e+01

2	6.346050246e-01	9.210899332e-02	1.449107017e+00	3.759354516e-01	2.708805743e+00	-7.934056848e-02	1.778061275e-01	3.134629144e+00	-1.869102616e-01	1.990809989e-02	5.396776693e-01	-2.973506141e-01	-2.248803539e+05	-1.113116297e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

4	1.381416399e-01	7.147525020e-02	7.661602465e-01	4.204750668e-01	1.865090137e+00	5.984390104e-01	2.186133926e+00	1.540570952e+00	2.096418907e-01	5.298550264e+00	1.477742124e+00	-2.945611039e-01	-1.311053178e+04	-1.668973479e+01

5	3.635084464e-01	3.640606731e-02	5.135082405e+00	1.396908910e+00	7.311231457e-01	1.150477679e+00	1.439372533e+00	9.163026169e-01	1.703720532e+00	2.229330218e+00	8.731420720e-01	-1.839918213e-01	-5.418318125e+04	-1.609652761e+01

6	1.645160401e-01	1.080386857e-01	7.866498422e-01	2.415574542e-01	2.262166040e-01	6.294713565e-01	3.248707052e+00	1.629806261e+00	1.325108872e+00	2.043047445e+00	1.454539985e+00	5.671254963e-02	-1.900735448e+04	-1.408660105e+01

7	2.426808450e-01	4.865161323e-01	1.234752782e+00	4.541065716e-01	8.644602001e-01	5.668963747e-01	5.864813184e-01	1.517520352e+00	-3.898168361e-01	2.271736350e-01	9.861361913e-01	-3.297658253e-01	-6.565211411e+04	-9.427069621e+00

8	8.190159928e-01	4.957995013e-02	2.434517625e+00	1.121896151e-02	1.093489395e+00	-3.463627885e+00	9.301093147e-01	3.843926960e+00	1.208761796e+00	2.673079546e+00	2.462893820e-01	2.610259217e+00	-2.321011421e+05	-2.400347897e+01

9	8.015569082e-01	2.052788183e-01	1.699359970e-01	7.362035876e-02	1.419584584e+00	3.281157989e-01	1.545326742e+00	1.504838850e+00	4.865682068e-02	1.777181437e-01	1.870864200e+00	-2.646974056e+00	-3.742431464e+05	-1.427399370e+01

10	7.775798248e-01	6.530117180e-01	3.527034917e-01	1.801099611e+00	3.042774456e+00	6.277253335e-01	2.692915490e-01	7.957765493e-01	-1.004611637e+00	8.391111291e-01	3.807655319e-01	-1.214650183e+00	-4.525103214e+05	-1.309796129e+01

11	3.586284568e+00	2.695739299e-01	8.714932194e-01	2.831762901e-01	1.475082451e+00	1.573851049e-01	1.451006956e+00	1.026734941e-01	-8.250367930e-01	9.131400218e-01	1.213026567e+00	9.324134681e-01	-1.991271177e+06	-1.486082850e+01

12	8.031869716e-02	5.775317422e-01	9.570480672e-01	6.426503614e-01	2.177859552e+00	1.541624145e-01	3.934253226e-01	2.691866129e-01	4.683500552e-02	2.449706668e-01	7.934505208e-01	-2.331346802e-02	-2.526916722e+04	-9.005493406e+00

13	8.794595931e-02	6.158082280e-01	1.442503182e+00	8.313506962e-01	1.529227010e-01	7.495406344e-01	1.280114065e+00	5.868322862e-01	-7.188822498e-02	1.343931971e+00	2.638981895e+00	-6.816934091e-01	-3.373207475e+04	-1.251118098e+01

14	9.591924735e-01	5.546662953e-01	3.639792420e+00	1.476704474e+00	8.322896456e-01	-7.056505365e-02	7.887513246e-01	3.380030956e+00	-5.933571797e-01	9.906739371e-01	1.999137339e+00	3.012967047e-01	-5.828751839e+05	-1.585440125e+01

15	6.947318404e-02	9.145804892e-01	1.065577782e+00	4.146323379e-01	6.610943128e+00	-1.247925766e+00	1.233373406e+00	4.377327915e-01	1.626725450e+00	6.937764967e-01	8.894899228e-01	-6.792122919e-01	-2.204676690e+04	-1.542439388e+01

16	8.150287534e-01	1.498517391e+00	2.686280013e+00	9.762124532e-01	5.528604736e-01	-1.701835521e-02	1.311950140e+00	7.392025606e-01	3.168621558e-01	5.397580341e-01	7.533684846e-01	6.685502841e-02	-9.604251861e+05	-1.187677961e+01

17	1.589940160e-01	1.620041904e+00	4.445693672e-01	6.456578350e-01	4.939118266e-01	7.178850685e-01	2.892049912e-01	5.290718431e-01	-2.251505268e+00	2.300962392e+00	1.603534692e-01	-4.828913340e-01	-1.295832557e+05	-1.321794794e+01

18	3.483504136e-01	5.578437019e-01	1.490605021e+00	7.281283095e-01	9.954026414e-01	2.720305401e-01	9.355348602e-01	5.022395721e-01	-3.581590793e-02	1.221895559e+00	2.638484835e+00	-3.341778212e-02	-1.218624791e+05	-1.174233290e+01

19	5.389149941e-01	1.415365934e+00	1.540157565e+00	5.591274996e-01	1.671760904e+00	6.909132026e-01	7.413391644e-01	1.323884664e+00	6.206359534e-01	3.112674438e+00	7.489492019e-01	-6.693429905e-01	-3.675234316e+05	-1.469675214e+01

20	1.558898123e+00	2.120564901e-01	3.084006562e+00	8.168294804e-01	2.831575781e-01	1.852971350e+00	5.307759244e-01	9.401774382e-01	7.873526895e-01	3.342097467e+00	5.022803883e-01	-1.097710378e+00	-5.876733017e+05	-1.593564651e+01

21	1.305558206e+00	1.154530214e+00	1.022730360e+00	1.023286486e+00	4.687666200e+00	9.882244827e-01	8.125091063e-01	3.628080510e+00	1.179710252e+00	1.515721896e+00	2.993414540e-01	1.236281763e-01	-1.301480253e+06	-1.804689417e+01

22	9.346250037e-01	2.114735405e+00	1.292538961e+00	9.482711365e-01	1.765677226e+00	-1.379493700e+00	5.799246668e-02	1.533582322e-01	-1.243534525e+00	2.950211326e-01	1.900058052e-01	2.441594727e-01	-2.728313310e+06	-1.325273910e+01

23	8.416221399e-01	4.659449809e-01	6.296397621e-01	5.493198000e-01	5.152309418e-01	-2.795682557e+00	1.423129306e+00	3.839033455e+00	-7.819183499e-01	1.481120175e+00	2.110971687e-01	8.171373372e-01	-4.736894899e+05	-1.721360872e+01

24	6.446724520e-01	6.243084476e-01	4.609374408e+00	6.808671776e-01	8.745478504e-01	9.259092487e-01	4.226906054e-01	1.532069681e+00	-2.583990748e-01	8.756408361e-01	5.774974599e-01	-3.295353566e-01	-3.303488624e+05	-1.243853132e+01
0	8.062171391e-01	1.147743260e+00	2.746915088e+00	7.813735054e-01	1.427726361e+00	9.428037740e-01	1.031500585e+00	1.539117280e+00	1.053971670e+00	7.624589718e-02	1.047537403e+00	-1.934073858e+00	-5.432958731e+05	-1.533790518e+01

1	1.543359986e-01	1.207350774e-01	3.320106419e+00	4.015948155e-01	1.630454777e+00	5.849558479e-01	1.174446078e+00	3.862271048e+00	1.457278715e-01	1.158395239e+00	2.827934314e+00	-1.183274518e+00	-1.670810549e+04	-1.629918080e+01

2	6.346050246e-01	9.210899332e-02	1.449107017e+00	3.759354516e-01	2.708805743e+00	-7.934056848e-02	1.778061275e-01	3.134629144e+00	-1.869102616e-01	1.990809989e-02	5.396776693e-01	-2.973506141e-01	-2.248803539e+05	-1.113116297e+01

3	2.659484945e-02	1.509525902e-01	6.260260163e-01	4.118604576e-01	8.546108840e-01	-5.312643171e-01	3.866456717e-01	9.091928863e-01	-3.801076699e-01	1.385438519e+00	2.172361350e+00	-2.104533590e+00	-6.564927065e+03	-1.207265423e+01

