walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p
43	1.593455618e+00	1.182983736e+00	1.494853266e+00	1.690855714e+00	1.001291128e+00	1.795922106e+00	2.657084589e+00	3.459988163e+00	-1.336830024e+00	2.873739573e-01	9.453559745e+00	-1.267780455e-01	-1.666880419e+06	-2.363851943e+01
44	5.286480818e-01	5.779097029e-01	8.239791591e-01	1.482654242e-01	1.203161374e+00	-1.468191893e+00	3.143326863e-01	2.532993368e-01	-2.743017439e+00	3.921073158e-01	2.240339504e+00	-1.334126206e+00	-2.540693177e+05	-1.514787035e+01
45	6.611923660e-02	1.597805176e-01	2.841019506e-01	1.104387466e+00	1.446957651e+00	-1.145228202e+00	1.620625321e+00	1.228843052e+00	-7.944747265e-01	1.519994889e+00	1.998178775e+01	-6.603841382e-01	-8.081084550e+03	-2.005450158e+01
46	2.763892071e+00	1.540809778e-01	2.978563000e+00	1.613097906e+00	3.611920849e+00	-3.632607100e-01	1.440782773e+00	1.608403966e+00	4.095616500e-01	3.520470641e-01	2.693736956e-01	-6.510807173e-01	-3.001393038e+06	-1.669490814e+01
47	2.702455212e-01	1.022690524e+00	2.149002565e-01	1.322038258e+00	1.347591696e+00	-1.070883330e+00	2.616554705e-01	6.442895198e-01	-3.529742147e-01	1.898707299e+00	4.026385958e-01	1.668708941e+00	-1.958854204e+05	-1.251820975e+01
48	4.406553593e+00	3.152034593e-01	2.143665965e+00	9.949584387e-02	1.899892319e-02	7.651963759e-01	1.509247456e+00	1.512425369e+00	1.275761113e+00	4.793308215e-01	4.004055955e-01	1.161792185e+00	-4.803730449e+05	-1.977948206e+01
49	5.868519105e-01	1.019528471e+00	4.153796016e+00	6.785737464e-02	2.946633493e-01	-3.985035677e-01	2.041937254e+00	1.906784404e+00	-2.294266349e-02	8.725829241e-01	5.407837797e-01	-2.131588827e-01	-5.236275349e+05	-1.306751939e+01
0	1.184845587e-01	3.085866201e-01	8.871423552e-01	3.657587175e+00	6.164696844e-01	-1.793218559e+00	2.018117526e+00	1.261736755e+00	1.280608190e-01	6.752490342e-01	2.263765542e+00	-5.311195073e-01	-2.385634518e+04	-1.616729627e+01
1	3.923216800e-02	4.774982015e+00	1.504842205e+00	1.039473971e-01	2.061047634e+00	-5.661736829e-02	1.348305544e+00	3.323007173e-01	-4.778891530e-01	7.202987536e-01	1.598140895e+00	2.208098053e-01	-9.642355202e+03	-1.513125156e+01
2	6.629177838e-01	4.653594764e-02	1.310815784e+01	5.208981323e-01	1.621438945e+00	2.421500915e+00	2.539889805e+00	5.200360378e-01	-1.994793269e+00	3.199965340e+00	5.337422785e+00	1.461056648e+00	-2.270243998e+05	-2.965050434e+01
3	5.625389532e-01	4.238008279e-01	2.419128018e+00	4.440301058e-02	4.396286054e-01	3.359242201e-01	2.786158966e-01	6.743707911e-01	2.124462053e-01	2.862447429e-01	1.876563713e-01	-1.244131601e+00	-3.016352085e+05	-8.823896456e+00
4	6.026821931e-02	7.674811577e-01	1.338190349e-01	1.699837285e+00	5.194632950e+00	3.835203855e-01	2.691636392e-01	1.286765152e+00	3.447606681e-01	7.086270527e-01	4.854284880e+00	-4.481798969e-02	-1.029478294e+04	-1.592150102e+01
5	3.827627712e-02	7.746319773e-01	1.802440039e+00	1.624504979e+00	1.434853862e+00	-1.142697745e+00	1.147226067e+00	6.837339238e-01	5.157055979e-01	3.359488389e-01	4.818272251e+00	1.851027244e-01	-8.806163175e+03	-1.475341737e+01
6	3.909783991e+00	1.500245949e-01	5.703328559e+00	1.793427947e-01	5.181460333e-01	1.344840451e-01	1.306919753e+00	1.359385278e+00	1.272965747e+00	8.252362763e-01	1.905495785e-01	1.643066110e+00	-1.301618029e+06	-1.746396561e+01
7	2.135101111e-02	1.527999896e-01	7.548673189e+00	2.433702992e-01	9.266798029e-01	1.030149897e+00	1.138086396e+00	4.944611919e-01	-6.971747929e-01	1.241346714e+00	1.271940179e+00	-6.609335616e-01	-3.307311224e+03	-1.386002317e+01
8	1.485847370e-03	2.535916572e+00	1.212651949e+00	1.167269392e+00	4.221846769e-01	3.749823795e-01	1.425608247e-01	1.054092845e+00	-2.672717038e-02	3.042283310e+00	1.639181781e+00	-1.129377179e-01	-2.693600813e+03	-1.391792590e+01
9	3.837265694e-01	7.824178639e-02	1.946655172e+00	1.908684664e+00	1.931174099e-01	-7.295868160e-01	3.188128911e+00	3.036213495e-01	-1.372132448e+00	1.442192400e+00	9.499679675e-01	1.026213173e+00	-3.036087013e+04	-1.509500390e+01
10	1.247872593e-01	1.236853667e+00	1.424265700e+00	2.473836234e-01	2.963638679e-02	6.365730680e-01	6.939492596e-01	5.114117998e-01	7.504017754e-01	2.620984626e-01	1.349284245e-01	7.354560837e-01	-7.795500761e+04	-1.243940886e+01
11	8.084362013e-01	2.164496064e-01	6.442117225e-01	4.407782585e-01	2.467358861e+00	-3.379460671e-01	1.136138953e+00	7.362861180e-01	-2.659080139e-01	2.044861593e-01	4.346437586e-01	-6.605391147e-01	-3.241945055e+05	-1.013468007e+01
12	1.044758997e-01	2.733851112e+00	2.081386331e-01	2.713533852e+00	1.918351507e+00	-3.592726723e-02	1.713160470e+00	2.338436514e-01	1.648943331e-01	1.455741774e+00	2.255823410e+00	-1.605164583e+00	-6.416664888e+04	-1.784119635e+01
13	1.327553116e+00	1.276210804e+00	4.014761839e-01	1.127275688e+00	4.877804113e-01	2.400556826e+00	1.129069068e-02	3.637849498e-01	1.689123167e-01	1.805748828e+00	1.484436334e+00	5.542450466e-01	-1.587152861e+06	-1.442598529e+01
14	6.935923788e-01	5.105229727e-02	1.419214901e-01	5.046872765e-01	4.672326549e-01	5.207250679e-01	2.083450298e-02	1.148168286e+00	-8.762254511e-02	1.693502992e-01	2.654204877e+00	2.492450316e-01	-2.120074170e+05	-8.908835753e+00
15	1.577965695e-02	3.459576517e-01	2.560226061e+00	1.132313733e+00	6.051758307e-01	7.268849993e-02	8.320458929e-01	2.665332517e+00	-9.690106722e-02	2.936500250e+00	5.374952266e+00	-1.226625982e+00	-3.647744399e+03	-1.773143958e+01
16	5.448701647e-01	2.838686601e-01	4.171975167e-02	8.269923622e-01	1.659311122e+00	1.241820103e+00	3.712144051e-01	1.370128035e+00	-1.427262010e-01	9.350254162e-02	3.286376867e-01	-4.512384291e-01	-1.789958679e+05	-9.622655448e+00
17	1.507983340e-01	2.504916426e-01	6.040447013e+00	9.249363877e-01	4.771915595e-01	-1.472205980e+00	1.510371777e+00	7.455107722e-01	-8.210256688e-01	1.291294876e+00	3.875488950e+00	2.530558892e-01	-2.628005373e+04	-1.661992457e+01
18	1.624193420e-01	7.273554197e-01	9.879658311e-01	1.114651303e+00	9.115665699e-01	-2.971125937e-01	1.120078373e+00	7.596146402e-01	-1.392091528e-01	1.221687288e+00	1.470488230e+00	-1.094205673e+00	-5.877320589e+04	-1.177842881e+01
19	4.690609771e+00	1.007263703e-01	1.982886641e-01	8.033708111e-02	2.673962185e+00	-2.409436854e-01	2.329125075e-01	8.602965773e-01	7.490464010e-01	2.751407358e+00	2.165904195e-01	1.359300865e+00	-4.252410156e+06	-1.625946494e+01
20	1.799514019e+00	6.752564771e-01	2.070558279e+00	4.772705144e-01	4.187119844e-01	1.621849820e-01	1.074338203e+00	1.930871116e-01	-1.199925992e+00	7.404175564e-01	8.036050277e-01	1.313281139e+00	-1.333258493e+06	-1.263708843e+01
21	5.344516142e-01	1.597040989e-02	8.647854554e-01	8.343287474e-01	7.877566523e+00	-1.505138395e-01	4.010257258e-01	4.830479546e+00	3.539823322e-02	2.857832799e+00	8.684795971e-01	-6.745586517e-01	-1.636246662e+05	-1.833736683e+01
22	8.981362263e-01	5.268276637e-01	1.359424899e+01	3.253846660e+00	2.132961519e+00	1.315068137e+00	1.738632400e+00	4.069718333e-01	-4.277140958e+00	3.711603909e+00	2.962553632e+00	3.216531758e+00	-5.209233212e+05	-4.126654590e+01
23	5.258793836e-02	1.359020103e-01	2.732454986e-01	1.484847593e-01	3.633878727e-01	3.977578144e-01	1.212453296e-01	1.478420835e+00	6.797838429e-01	7.323358303e-01	1.648232343e+00	-9.119409138e-01	-5.866359645e+03	-8.752321587e+00
24	1.003673122e+00	8.466295053e-01	6.766215837e+00	3.387036424e+00	3.065298208e+01	-1.636234833e+00	1.493189295e+00	1.728969761e+00	-1.430263191e+00	2.167669335e+00	2.462323548e+01	7.476834232e-01	-8.336897278e+05	-3.974385603e+01
25	5.972414447e-03	5.569048143e-01	8.850730675e-01	4.302834883e-01	9.696231331e-01	-4.910442097e-01	1.073007982e+00	1.611062156e+00	-1.010429486e+00	5.391384790e-01	1.374238965e+00	1.269482418e+00	-3.071524246e+03	-1.155828849e+01
26	5.441467289e-01	6.237143670e-01	6.279328115e+00	4.416621735e-02	5.330606914e-01	-5.412325009e-01	4.816130386e-01	9.403963967e-01	5.410093562e-01	1.497202523e+00	5.085628179e+00	2.146354582e-01	-2.397239250e+05	-1.558289362e+01
27	2.066304043e-01	1.811101234e-02	3.677274258e+00	2.554280095e+00	4.869909191e-01	1.381354092e+00	1.011795134e+00	1.569659607e+00	-1.176511215e-01	3.383149857e+00	2.458070510e+00	-7.833568690e-01	-2.131251472e+04	-1.799355883e+01
28	3.610921841e-01	1.960601272e+00	8.607460446e-01	3.080819843e-01	2.618148447e-01	-5.489200376e-01	1.846974924e+00	1.440344358e+00	2.508604880e-01	9.067964025e-01	4.893623105e-01	1.594869777e+00	-4.865026927e+05	-1.294128690e+01
29	6.601894713e-01	1.526284914e+00	8.190365949e-01	4.337475581e-01	5.621303594e-01	5.018932804e-01	2.822090747e-01	7.647023122e-01	5.173023802e-01	2.311949914e+00	1.708912325e+00	-5.423152302e-01	-6.149332677e+05	-1.220858341e+01
30	1.918053681e+00	1.714815650e-02	6.718225481e+00	1.013300466e-01	2.120185889e-01	2.071365554e+00	3.645812286e-01	3.566875578e-01	-7.549789130e-01	3.089809247e-01	7.424977873e-01	3.542257373e-01	-1.621451826e+04	-1.396654508e+01
31	5.753784646e-02	1.766308484e+00	7.727116101e-01	1.548886218e-01	1.232090820e+00	1.214861110e+00	4.886328626e-01	1.066130728e+00	3.787711985e-01	6.380161882e-01	5.564374514e+00	-1.247296930e+00	-1.668938048e+04	-1.470324050e+01
32	1.292360086e-02	6.240446148e-01	4.254832598e-01	2.004117632e+00	6.177281504e-01	-8.219214357e-01	1.765062472e+00	3.013566023e-01	-1.877251610e+00	1.893539383e+00	1.380169567e+01	6.331217040e-01	-1.097475009e+04	-2.015296640e+01
33	3.418086004e-02	8.670387405e-02	2.619544082e+00	1.357626629e+00	1.225537647e+01	-6.219402055e-01	4.256818057e-01	5.885574887e-01	4.908902788e-01	7.846539992e-01	1.007721767e+01	8.017746784e-02	-3.107623631e+03	-2.080312539e+01
34	4.134859906e+00	3.329192664e-01	2.982257839e+00	1.730145966e+00	2.014064121e+00	-7.877293311e-02	5.526504067e-01	3.032544768e-01	1.404119673e+00	5.619256846e-01	2.018343434e-02	4.717374922e-01	-6.545473192e+05	-2.035563516e+01
35	1.214295244e-01	7.313090976e-01	1.338114770e+00	7.173420995e-01	6.696474302e-01	9.524452025e-01	7.723806595e-01	3.598643747e-01	8.362065882e-01	1.137421689e-01	5.497484317e-01	3.809485398e-01	-5.748098754e+04	-8.934279958e+00
36	1.153620981e+00	1.200969345e+00	8.251164583e-01	4.134302904e-01	2.623660478e-01	2.530712853e-02	5.811858806e-01	7.059923578e-01	4.839931580e-01	3.035725160e-04	5.256888686e+00	8.053415180e-02	-1.203352456e+06	-1.233014635e+01
37	2.881527224e-03	9.829977801e-01	1.283460267e+00	6.790687861e-01	4.653765645e-02	4.872009386e-01	4.092410325e-01	2.268615959e+00	-8.659324955e-01	4.906812332e-01	3.121734142e+00	-2.387329018e-01	-2.553136132e+03	-1.447656594e+01
38	6.766445594e-01	1.010683132e+00	2.472190602e-02	1.316611886e+00	1.860238506e+00	1.121276707e+00	5.909810686e-01	9.784938134e-01	-6.751672977e-01	1.789887053e+00	4.813911164e-01	7.926276807e-01	-4.362505305e+05	-1.298762413e+01
39	1.324788508e-02	8.423524531e-02	1.902386010e+00	3.564889354e-01	1.548944201e+00	-1.993356049e-01	3.947766758e-01	3.757412767e+00	-6.013965856e-01	3.006044172e-02	3.303087883e+00	-4.036221502e-01	-2.219328018e+03	-1.296184275e+01
40	3.072608482e+00	1.379258038e-01	2.218196667e-01	3.622156175e-01	2.992696171e-01	1.270485895e+00	1.413757405e-01	1.674995849e+00	-4.630817370e-01	6.941115460e-01	2.225954187e-01	-7.086390070e-01	-7.079085291e+05	-1.158481995e+01
41	5.388498178e-01	1.647927900e-01	2.374056581e+00	2.112413751e+00	9.095271842e+00	-8.030445014e-01	5.406673053e-01	2.326582056e-01	-5.536538575e-01	1.091023001e+00	1.054725250e+00	-5.368153125e-01	-1.654856751e+05	-1.679603423e+01
42	5.010922998e-01	1.379460161e+00	4.027344976e+00	1.553233593e+00	3.266070971e+00	-8.179887512e-01	1.004805937e+00	9.355976170e-03	6.755524487e-01	8.573223973e-01	1.625802807e+00	-5.034980299e-01	-8.779495248e+05	-2.306717127e+01
43	1.022946893e+00	1.040150720e+00	9.675609213e+00	1.054849416e+00	2.029009320e-01	1.565252992e+00	3.492788801e+00	2.505723987e+00	-1.941044324e+00	1.538245315e+00	1.048153035e+01	-3.552948088e-01	-8.542675649e+05	-2.897437771e+01
44	5.118443044e-01	6.116311150e-01	8.244946810e-01	6.760149024e-02	1.229326983e+00	-1.365123767e+00	1.546893550e-01	2.579446327e-01	-2.600854739e+00	3.033094159e-01	2.235311817e+00	-1.365755710e+00	-2.495927728e+05	-1.436786018e+01
45	7.194844091e-02	1.370530059e-01	2.812803575e-01	1.106116591e+00	1.475697427e+00	-1.142479064e+00	1.611362633e+00	1.219668682e+00	-8.012085802e-01	1.510843297e+00	1.998107473e+01	-6.897736879e-01	-7.912138884e+03	-2.005937589e+01
46	2.885068747e+00	2.473680717e-01	3.621079168e+00	1.527638780e+00	3.503627994e+00	-3.565582132e-01	1.639838263e+00	1.670890738e+00	6.373537085e-01	4.088954229e-01	8.570951973e-02	-9.831481934e-01	-2.079784072e+06	-1.882938495e+01
47	1.912791838e-01	1.098611287e+00	6.493923365e-02	1.402951900e+00	1.517792051e+00	-1.231905169e+00	2.973347776e-01	6.249329563e-01	-2.732516311e-01	1.929266013e+00	4.518646109e-01	1.620908552e+00	-1.499607739e+05	-1.282181188e+01
48	4.406728533e+00	3.148362979e-01	2.144941847e+00	9.962687466e-02	2.458928266e-02	7.648850340e-01	1.509204660e+00	1.512716248e+00	1.275450773e+00	4.794693279e-01	4.047572043e-01	1.162249934e+00	-4.803452146e+05	-1.905030286e+01
49	5.773295685e-01	9.967604873e-01	3.914585189e+00	2.733726959e-02	4.590141693e-01	-4.594414322e-01	2.011569610e+00	1.905691990e+00	6.362722372e-02	8.071827716e-01	5.082485448e-01	-2.962407390e-01	-4.479400068e+05	-1.279056062e+01
0	5.219785643e-02	3.068658241e-01	1.033167578e+00	3.658782187e+00	5.597301069e-01	-1.740596338e+00	2.020831166e+00	1.250779703e+00	9.264205682e-02	6.209433831e-01	2.279871060e+00	-5.563347720e-01	-1.315730338e+04	-1.600476113e+01
1	1.818056458e-02	4.779970884e+00	1.552414731e+00	1.079959289e-01	2.063011238e+00	-5.117836389e-02	1.359826209e+00	3.378499715e-01	-4.973578031e-01	7.265336713e-01	1.663066555e+00	2.121074264e-01	-3.631265104e+03	-1.523041499e+01
2	6.523823928e-01	1.708716681e-02	1.305991741e+01	4.900435457e-01	1.584021628e+00	2.439491801e+00	2.524111935e+00	6.050407256e-01	-2.024222994e+00	3.180580745e+00	5.373149611e+00	1.463492138e+00	-2.062928501e+05	-2.967120293e+01
3	5.649957596e-01	4.329852481e-01	2.437997503e+00	3.135237656e-02	4.579169513e-01	3.209959346e-01	2.741167075e-01	6.895302442e-01	2.316390812e-01	3.083638431e-01	2.069192948e-01	-1.268281738e+00	-3.004760897e+05	-8.841212705e+00
4	4.501496663e-02	7.625174869e-01	1.805956972e-01	1.752556474e+00	5.112954606e+00	3.694547866e-01	3.428599225e-01	1.271226194e+00	3.050311222e-01	7.530787077e-01	4.872792514e+00	1.576094925e-02	-7.536118100e+03	-1.603219690e+01
